,date,OBJECTID,latitude,longitude,country,fatalities,injuries,type,trigger,severity,location,FID,source_nam,source_lin,event_time,event_id,event_titl,event_desc,location_d,location_a,storm_name,photo_link,comments,event_impo,event_im_1,latitude.1,longitude.1,country_co,admin_divi,gazetteer_,gazetteer1,submitted_,last_edite,slope
0,2008/11/03 00:00:00+00,3272,21.0559,105.829,Vietnam,92,0,landslide,downpour,medium,unknown,1540249,news.bbc,http://news.bbc.co.uk/2/hi/asia-pacific/7710105.stm, ,878,"Hanoi, northern areas",At least 74 people are confirmed to have died in the floods in Hanoi and northern Vietnam in over a week of heavy rain - though the Associated Press news agency quotes Vietnamese authorities as saying the total had risen to 92 people,"Hanoi, northern areas",unknown, , , ,GLC,878,21.0559,105.829,VN,Ha Noi,Hanoi,2.81,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,7
1,2008/09/25 00:00:00+00,7724,21.3,106.62299999999999,Vietnam,41,0,complex,tropical_cyclone,medium,unknown,1545103,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/showarticle.php?num=01MIS260908, ,816,"Quang Ninh, Lang Son, Bac Giang, Vinh Phuc, Lao Cai provinces","The National Steering Committee for Storm and Flood Control has asked the leaders of Son La, Lai Chau, Dien Bien and Hoa Binh provinces to evacuate people from land near rivers or areas at high-risk of landslides","Quang Ninh, Lang Son, Bac Giang, Vinh Phuc, Lao Cai provinces",unknown,Typhoon Hagupit, , ,GLC,816,21.3,106.62299999999999,VN,Bac Giang,Nam Dien,4.7,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,34
2,2008/08/07 00:00:00+00,1214,22.2666,104.07,Vietnam,37,0,complex,tropical_cyclone,medium,unknown,1538592,alertnet,http://www.alertnet.org/thenews/fromthefield/284081/121871963996.htm, ,696,Lao Cai,"floods have cut off some districts in Lao Cai and triggered widespread landslides, but flash floods have caused the largest number of deaths",Lao Cai,50km,Tropical Storm Kammuri, , ,GLC,696,22.2666,104.07,VN,Lao Cai,Muong Bo,8.88,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,124
3,2017/10/12 00:00:00+00,872,20.652251,105.156024,Vietnam,18,0,landslide,downpour,large,unknown,1538251,Eleven Myanmar,http://www.elevenmyanmar.com/asean/11997,1:00,13221,Phú Cường Landslide,"A massive amount of soil and rocks, triggered by heavy rainfall, rolled down an adjacent hill at about 1am Thursday, hiting the Phú Cường Village. At least eighteen people, most family members, were buried alive.","Phú Cường, Tân Lạc District, Hoa Binh, Vietnam.",5km, ,http://www.elevenmyanmar.com/sites/default/files//styles/large/public/field/image/dis.jpg?itok=lc0Zf1f-, ,GLC, ,20.652251,105.156024,VN,Hoa Binh,Xom Lon,15.85,2018/08/15 00:00:00+00,2019/05/16 00:00:00+00,125
4,2011/04/01 00:00:00+00,6578,18.9954,105.4625,Vietnam,18,0,rock_fall,mining,large,unknown,1544350,Thanh Nien News,http://www.thanhniennews.com/2010/Pages/20110401164847.aspx,6:00,3331,"Len Co quarry in Nghe An province, north central Vietnam","At least 12 people died and ten others were buried when a quarry collapsed in the central province of Nghe An on Friday morning. Witnesses said the incident occurred at 6 am at the Len Co mining site, roughly 100 kilometers from Vinh town, the provincial","Len Co quarry in Nghe An province, north central Vietnam",50km, , , ,GLC,3331,18.9954,105.4625,VN,Nghe An,Phuc Thanh,7.86,2014/09/11 00:00:00+00,2019/05/16 00:00:00+00,40
5,2012/09/09 00:00:00+00,4720,21.8777,104.5658,Vietnam,16,0,landslide,downpour,large,unknown,1543287,boston,http://www.boston.com/news/weather/2012/09/09/landslides-flooding-kill-vietnam/ErA5C5hyT3pTvpnbAzm15J/story.html, ,4545,Yen Bai,Officials say landslides and flooding caused by heavy rains have killed 29 people and left four missing in northern and central Vietnam. Disaster official Ngo Van Hung of northern Yen Bai province said Monday that 16 villagers from the mostly poor Hmong,Yen Bai,unknown, , , ,GLC,4545,21.8777,104.5658,VN,Yen Bai,Yen Bai,9.18,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,97
6,2009/09/29 00:00:00+00,7385,14.5179,107.8584,Vietnam,13,0,mudslide,tropical_cyclone,small,unknown,1543557,google,http://www.google.com/hostednews/ap/article/ALeqM5hFZPFpGDZW4hYhPPWl8Kh9iLKrSAD9B0THG00, ,1200,"Kon Tum province, Central Highlands and on provincial roads 672 and 678","As the storm moved inland towards Laos, nine people died in Kon Tum province in the Central Highlands, including a family of five whose house was buried in a mudslide, disaster official Nguyen Van Vy said.","Kon Tum province, Central Highlands and on provincial roads 672 and 678",10km,Typhoon Ondoy (Ketsana), , ,GLC,1200,14.5179,107.8584,VN,Kon Tum,Tri Dao,6.9,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,55
7,2009/11/05 00:00:00+00,7504,15.5721,108.4671,Vietnam,13,0,landslide,tropical_cyclone,large,unknown,1543676,saigon-gpdaily,http://www.saigon-gpdaily.com.vn/National/Society/2009/11/75848/, ,1280,"Bac Tra My District, Quang Nam Province","Rescue workers have found the bodies of 12 of the 13 people killed in a landslide last week in the central province of Quang Nam. The landslide, which was triggered off in Bac Tra My District on November 5 by Typhoon Mirinae, also left one person badly i","Bac Tra My District, Quang Nam Province",5km,Typhoon Mirinae, , ,GLC,1280,15.5721,108.4671,VN,Quang Nam,Tam Ky,3.09,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,16
8,2008/09/25 00:00:00+00,8439,21.25,104.0,Vietnam,13,0,complex,tropical_cyclone,medium,unknown,1547010,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/showarticle.php?num=01MIS260908, ,815,Son La,Lao Cai Province and Son La are taking the brunt of the storm and up to 300mm of rain is expected. More than 230 excavators have been organized to handle landslides,Son La,unknown,Typhoon Hagupit, , ,GLC,815,21.25,104.0,VN,Son La,Na San,5.3,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,59
9,2015/08/22 00:00:00+00,7017,23.1781,105.5054,Vietnam,12,0,landslide,rain,medium,above_road,1543984,"Xinhua, english.news.cn",http://news.xinhuanet.com/english/2015-08/28/c_134564528.htm,19:00,7894,Funing County, ,Funing County,10km, , , ,GLC,7894,23.1781,105.5054,VN,Ha Giang,Ban Cao,27.84,2016/06/29 00:00:00+00,2019/05/16 00:00:00+00,208
10,2007/11/09 00:00:00+00,7078,15.3333,108.2167,Vietnam,12,0,landslide,rain,medium,unknown,1544045,Thanh Nien News,http://www.thanhniennews.com/society/?catid=3&newsid=33366, ,352,"Nam Tra My District, Quang Nam Province","major flooding and landslides throughout provinces,","Nam Tra My District, Quang Nam Province",10km, , , ,GLC,352,15.3333,108.2167,VN,Quang Nam,Hau Duc,1.55,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,39
11,2015/07/28 00:00:00+00,3935,21.0893,107.4603,Vietnam,9,1,landslide,continuous_rain,large,natural_slope,1540114,Thanh Nien News,http://www.thanhniennews.com/society/rains-floods-in-quang-ninh-kill-17-7-fishermen-missing-49485.html, ,7301,"Ha Long, Quang Ninh","Rescuers Tuesday found the body of a 14-year-old boy, the last of nine people of a family buried in a landslide in Ha Long on July 26. A 37-year-old man is being treated for serious injuries.","Ha Long, Quang Ninh",5km, , , ,GLC,7301,21.0893,107.4603,VN,Quang Ninh,Mong Duong,12.53,2015/07/31 00:00:00+00,2019/05/16 00:00:00+00,64
12,2016/08/23 00:00:00+00,1086,22.039752,103.993894,Vietnam,7,0,landslide,flooding,medium,mine,1538464,Tuoi Tre News,http://tuoitrenews.vn/society/36671/seven-killed-by-gold-mine-landslide-in-northern-vietnam, ,9896,Landslide in Nam Xay,7 die in landslide at gold mine in Nam Xay.,"Nam Xay, Lao Cai, Vietnam",10km, , , ,GLC, ,22.039752,103.993894,VN,Lao Cai,Nam Bai,6.96,2017/06/30 00:00:00+00,2019/05/16 00:00:00+00,108
13,2010/08/22 00:00:00+00,4726,21.7653,104.1608,Vietnam,7,0,landslide,rain,medium,unknown,1543293,Thanh Nien News,http://www.thanhniennews.com/2010/Pages/20100823095223.aspx, ,2308,"Che Cu Nha Commune(?), Mu Cang Chai District, Yen Bai province","8/23/2010 9:40   Seven people were reported missing when a landslide occurred in the northern province of Yen Bai Sunday, according to a local official.  The incident happened in Che Cu Nha Commune of Mu Cang Chai District on a day with no rain, Vu Tien","Che Cu Nha Commune(?), Mu Cang Chai District, Yen Bai province",25km, , , ,GLC,2308,21.7653,104.1608,VN,Yen Bai,Poun Loung,4.72,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,79
14,2009/09/29 00:00:00+00,6956,15.597999999999999,107.8584,Vietnam,7,0,landslide,tropical_cyclone,medium,unknown,1543923,gmanews,http://www.gmanews.tv/story/173453/vietnams-death-toll-from-typhoon-ketsana-at-41, ,1201,Quang Nam province,"The bodies of two people were recovered from their homes after being buried by a landslide, bringing the toll in Quang Nam province to seven, said Nguyen Hoai Phuong, a provincial disaster official. Parts of the province were still isolated by flood wate",Quang Nam province,50km,Typhoon Ondoy (Ketsana), , ,GLC,1201,15.597999999999999,107.8584,VN,Quang Nam,Song Cai,9.42,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,60
15,2016/09/14 00:00:00+00,10169,19.603396,105.21971200000002,Vietnam,7,0,landslide,downpour,medium,natural_slope,1548347,Vietnam Net Bridge,http://english.vietnamnet.vn/fms/society/163787/two-dead--five-missing-in-landslide-in-nghe-an.html,unknown,11012,Chau Nga Landslide Swept Away Tent near Forest,"The landslide in Chau Nga commune swept away the tent of 10 people, who picked up bamboo shoots on the mountain, while they were sleeping in. Three of them escaped and reported the incident to the local authorities. The two districts have deployed forces","Châu Nga, Quỳ Châu District, Nghe An, Vietnam",1km,Storm Rai, , ,GLC, ,19.603396,105.21971200000002,VN,Nghe An,Ke Doanh,11.08,2017/10/10 00:00:00+00,2019/05/16 00:00:00+00,80
16,2008/10/30 00:00:00+00,495,18.25,105.686,Vietnam,6,0,complex,downpour,medium,unknown,1539074,The Australian,"http://www.theaustralian.news.com.au/story/0,25197,24581432-2703,00.html", ,872,Ha Tinh province,Worst-hit central Ha Tinh province - where muddy waters inundated dozens of homes and hundreds of hectares of rice and other crops - reported seven deaths,Ha Tinh province,50km, , , ,GLC,872,18.25,105.686,VN,Ha Tinh,Truc Lam,5.66,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,27
17,2008/10/12 00:00:00+00,1454,15.8,107.88,Vietnam,6,0,landslide,downpour,medium,above_river,1538831,Thanh Nien News,http://www.thanhniennews.com/society/?catid=3&newsid=42905, ,842,"Tam Lanh village/Thanh Gia Hill, Quang Nam",Six gold miners were buried alive in a landslide that engulfed a makeshift goldmine camp in the central province of Quang Nam,"Tam Lanh village/Thanh Gia Hill, Quang Nam",unknown, , , ,GLC,842,15.8,107.88,VN,Quang Nam,Ha Tan,8.04,2014/09/12 00:00:00+00,2019/05/16 00:00:00+00,92
18,2014/09/17 00:00:00+00,13227,21.9564,106.6974,Vietnam,6,4,landslide,tropical_cyclone,medium,unknown,1550313,talkvietnam,http://www.talkvietnam.com/2014/09/landslide-kills-six-in-lang-son-province/, ,6317,"Keo Kham Commune, Dong Dang Town","Hoang Van Tam, deputy head of the Board for Flood and Storm Prevention and Control of the province, said that the incident occurred in the Keo Kham Commune, Dong Dang Town, in an area where construction workers were temporarily living in tents.","Keo Kham Commune, Dong Dang Town",5km,Kalmaegi, , ,GLC,6317,21.9564,106.6974,VN,Lang Son,Dong Dang,0.53,2014/10/27 00:00:00+00,2019/05/16 00:00:00+00,88
19,2010/07/24 00:00:00+00,1999,23.1172,105.1564,Vietnam,5,0,landslide,tropical_cyclone,medium,unknown,1538178,english.vovnews,http://english.vovnews.vn/Home/Landslides-kill-two-in-Ha-Giang/20107/117842.vov,9:00,2127,"Khuay Hao village(?) and others, Yen Minh district, Ha Giang province",Heavy downpour and flash floods on July 24 caused landslides and killed two local residents in the northern mountain province of Ha Giang.  At 09.00 am flash floods triggered a sudden fall of thousands of cubic metres of earth and rocks down the hill in,"Khuay Hao village(?) and others, Yen Minh district, Ha Giang province",50km,Typhoon Chanthu, , ,GLC,2127,23.1172,105.1564,VN,Ha Giang,Cho Kem,13.86,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,114
20,2008/07/22 00:00:00+00,2360,22.78,104.95,Vietnam,4,0,landslide,downpour,medium,unknown,1539739,mysinchew,http://www.mysinchew.com/node/14194, ,662,Ha Giang province,"Landslide occurred at 4am on Wednesday, buried construction workers and a house they were building, 300 km North of Hanoi",Ha Giang province,unknown, , , ,GLC,662,22.78,104.95,VN,Ha Giang,Ha Giang,11.37,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,85
21,2013/11/22 00:00:00+00,6500,12.9564,109.0574,Vietnam,4,0,landslide,downpour,medium,unknown,1544273,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/89967/six-people-died-in-mountain-landslides-in-central-vietnam.html,23:00,5659,"Sơn Thành Tây, Tây Hòa, Phú Y n","In Phu Yen province, four hunters were buried in a mountain landslide incident on November 22 in Son Thanh Tay commune, Tay Hoa district. The four hunters left their home on the night of November 22 and did not return home the next day. The rescue forces","Sơn Thành Tây, Tây Hòa, Phú Y n",25km, , , ,GLC,5659,12.9564,109.0574,VN,Phu Yen,Phu Yen,10.55,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,47
22,2016/12/20 00:00:00+00,10197,12.183736,109.171376,Vietnam,4,10,landslide,downpour,large,natural_slope,1548375,VN Express,http://e.vnexpress.net/news/news/4-killed-as-landslide-buries-houses-in-central-vietnam-3516126.html,4:00,11015,Landslide in Phuoc Dong Commune,The resort town of Nha Trang has been hit by constant downpours since last week and is now also threatened by flooding and erosion. Four people were killed in their sleep as a landslide swallowed six houses in the resort town Nha Trang in central Vietnam,"Phuoc Dong Commune, Nha Trang, Vietnam",5km, , , ,GLC, ,12.183736,109.171376,VN,Khanh Hoa,Dien Khanh,10.22,2017/08/03 00:00:00+00,2019/05/16 00:00:00+00,64
23,2008/08/27 00:00:00+00,295,22.75,104.6667,Vietnam,3,0,landslide,downpour,medium,unknown,1537672,english.people,http://english.people.com.cn/90001/90777/90851/6489528.html, ,753,"Hoang Su Phi district, Ha Giang province","huge rainstorms and flash floods, 14 houses damaged; The strong and prolonged rains caused flooding and landslides in three districts of the province","Hoang Su Phi district, Ha Giang province",10km, , , ,GLC,753,22.75,104.6667,VN,Ha Giang,Nam Ric,10.4,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,69
24,2010/04/25 00:00:00+00,363,22.7662,104.9389,Vietnam,3,0,landslide,downpour,medium,unknown,1537740,mysinchew,http://www.mysinchew.com/node/38274,23:00,1780,Ha Giang Province,"A landslide triggered by heavy rains has killed three children in their sleep in Vietnam, an official said Tuesday.  The children, all between two and 10 years old, were buried when a massive rock fell on their house in the northern province of Ha Giang",Ha Giang Province,unknown, , , ,GLC,1780,22.7662,104.9389,VN,Ha Giang,Ha Giang,13.24,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,104
25,2007/05/07 00:00:00+00,1306,19.2675,104.8433,Vietnam,3,0,mudslide,rain,large,unknown,1538683,AAP - Ninemsn,http://news.ninemsn.com.au/article.aspx?id=265394, ,72,"Central Vietnam, Nghe An Province","3 killed, 13 injured - Nghe An is 300km south of Hanoi","Central Vietnam, Nghe An Province",unknown, , , ,GLC,72,19.2675,104.8433,VN,Nghe An,Ban Na Ca,4.78,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,69
26,2010/08/17 00:00:00+00,1387,21.3161,107.3397,Vietnam,3,0,landslide,downpour,medium,unknown,1538764,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Miscellany/202722/Landslide-deaths-trigger-new-wet-season-alarms.html, ,2258,Quang Ninh province,"August, 19 2010 10:06:00  HA NOI — Prolonged heavy rain triggered a landslide that has killed three people in northern Quang Ninh Province. (Uncertain date: August 15 - 18th)",Quang Ninh province,unknown, , , ,GLC,2258,21.3161,107.3397,VN,Quang Ninh,Ha Dong,2.02,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,69
27,2007/07/01 00:00:00+00,1633,21.0233,107.29299999999999,Vietnam,3,0,landslide,rain,medium,unknown,1537812,Thanh Nien News,http://www.thanhniennews.com/society/?catid=3&newsid=29575, ,110,"Cam Pha Town, Quang Ninh Province",140-257mm of rain; also landslides in Ha Long City’s Hong Gai and Bai Chay,"Cam Pha Town, Quang Ninh Province",5km, , , ,GLC,110,21.0233,107.29299999999999,VN,Quang Ninh,Cam Pha,1.14,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,57
28,2016/08/05 00:00:00+00,4627,22.3608,103.8646,Vietnam,3,7,landslide,tropical_cyclone,medium,above_road,1543194,NDTV,http://www.ndtv.com/world-news/3-dead-and-7-missing-in-landslides-and-floods-in-vietnam-1440606, ,9450,Resort Town of So Pa, ,Resort Town of So Pa,25km,Typhoon Nida, , ,GLC,9450,22.3608,103.8646,VN,Lao Cai,Cha Pa,3.76,2016/08/09 00:00:00+00,2019/05/16 00:00:00+00,78
29,2013/09/05 00:00:00+00,5091,21.7697,102.9841,Vietnam,3,0,landslide,downpour,very_large,unknown,1542862,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/83968/flash-floods-devastate-north.html, ,5465,Điện Bi n,"In the committee's latest report issued on Saturday, Lao Cai Province saw the highest number of casualties, with 10 deaths, followed by Thai Nguyen, Lai Chau and Vinh Phuc with three each; Lang Son and Dien Bien with two; and Ha Giang and Son La with one",Điện Bi n,unknown, , , ,GLC,5465,21.7697,102.9841,VN,Dien Bien,Ban Na Pheo,10.89,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,72
30,2007/10/30 00:00:00+00,5352,15.5946,107.96600000000001,Vietnam,3,0,landslide,tropical_cyclone,medium,unknown,1541528,vietnamnet,http://english.vietnamnet.vn/social/2007/10/752388/, ,338,Quang Nam,blocked roads in mountainous areas,Quang Nam,50km, , , ,GLC,338,15.5946,107.96600000000001,VN,Quang Nam,Song Thu Bon,12.65,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,71
31,2016/10/18 00:00:00+00,5944,19.3465,105.146,Vietnam,3,1,landslide,unknown,medium,mine,1542123,Vietnam Breaking News,https://www.vietnambreakingnews.com/2016/10/rockslide-kills-three-miners-injures-one/, ,9607,Quarry in Châu Quang Commune,Three miners died and another was injured in a rockslide that occurred yesterday afternoon in a company’s quarry in Châu Quang Commune in central Nghệ An Province’s Quỳ Hợp District.,quarry in Châu Quang Commune,10km, , , ,GLC,9607,19.3465,105.146,VN,Nghe An,Lang Bai,12.16,2016/10/19 00:00:00+00,2019/05/16 00:00:00+00,96
32,2008/07/12 00:00:00+00,7521,22.47,102.62,Vietnam,3,0,landslide,downpour,large,unknown,1543693,english.vietnamnet,http://english.vietnamnet.vn/social/2008/07/794358/, ,641,district of Muong Te in Lai Chau province,"Ha Quang Huy, Vice Chairman of Muong Te district, said the rainfall in this district on the night of July 12 was up to 400mm, the highest in the past 40 years. Rain caused landslides and damaged many roads. The district was isolated completely. Telephone",district of Muong Te in Lai Chau province,5km, , , ,GLC,641,22.47,102.62,VN,Lai Chau,Muong Te,0.45,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,74
33,2015/08/02 00:00:00+00,8141,22.7672,105.9839,Vietnam,3,5,landslide,downpour,medium,deforested_slope,1545519,Thanh Nien News,http://www.thanhniennews.com/society/3-killed-5-injured-as-landslide-buries-house-in-northern-vietnam-49705.html,21:00,7410,"Thong Nong District, Cao Bang","A landslide caused by torrential rains on Sunday buried a house in the northeastern province of Cao Bang, killing three and injuring five others of a family, news website VnExpress reported.","Thong Nong District, Cao Bang",10km, ,http://static.thanhniennews.com/uploaded/thuyhang/2015_08_03/sat-lo_kant.jpg?width=840, ,GLC,7410,22.7672,105.9839,VN,Cao Bang,Khau Khang,12.95,2016/02/04 00:00:00+00,2019/05/16 00:00:00+00,116
34,2008/01/04 00:00:00+00,9811,20.5667,105.9,Vietnam,3,0,landslide,rain,medium,unknown,1546790,news24,"http://www.news24.com/News24/World/News/0,,2-10-1462_2246751,00.html", ,409,"Kim Bang district, Ha Namh province",heavy rains caused rocks/earth to slide,"Kim Bang district, Ha Namh province",25km, , , ,GLC,409,20.5667,105.9,VN,Ha Nam,Phu Ly,10.66,2014/09/11 00:00:00+00,2019/05/16 00:00:00+00,4
35,2011/11/26 00:00:00+00,13202,15.1257,108.8115,Vietnam,3,0,landslide,downpour,medium,unknown,1550288,news,http://www.news.com.au/breaking-news/four-dead-30-missing-in-landslide/story-e6frfku0-1226210780071, ,4069,"National Highway 24 at Ton Ri Pass, Quang Ngai Province","Three people were killed by floods in the central provinces of Quang Ngai and Binh Dinh over the weekend, the Central Steering Committee for Storm and Flood Control said. Floods have damaged 9,500 houses and destroyed 574ha of farmland – including 210h","National Highway 24 at Ton Ri Pass, Quang Ngai Province",5km, , , ,GLC,4069,15.1257,108.8115,VN,Quang Ngai,An Hai,17.44,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,23
36,2017/07/03 00:00:00+00,1071,23.16100191,105.42448929999999,Vietnam,2,0,landslide,downpour,medium,natural_slope,1538449,Vietnamnet,http://english.vietnamnet.vn/fms/society/181263/rain-triggered-floods--landslides-kill-six-in-ha-giang.html, ,9956,Fatal landslide in Meo Vac District,Landslide after major storm kills two in Meo Vac District,"Huyện Mèo Vạc, Hà Giang Province, Vietnam",25km, ,http://img.cdn2.vietnamnet.vn/Images/english/2017/07/03/10/20170703104516-3.jpg,"Date very approximate; article says ""Since June 19""",GLC, ,23.16100191,105.42448929999999,VN,Ha Giang,Loung Hoa,21.22,2017/07/05 00:00:00+00,2019/05/16 00:00:00+00,134
37,2012/02/16 00:00:00+00,3304,20.7123,105.0378,Vietnam,2,0,landslide,rain,medium,above_road,1540281,Tuoitrenews,http://www.tuoitrenews.vn/cmlink/tuoitrenews/society/landslide-keeps-highway-blocked-for-days-1.62187,8:00,4206,"National Highway 6, Hoa Binh’s Dong Bang town",A stretch of National Highway 6 in the northern province of Hoa Binh’s Dong Bang town has been blocked for almost a week due to a massive mountain slide occurring at 8.am on February 16. Though the locality has mobilized 200 workers and 5 bulldozers to,"National Highway 6, Hoa Binh’s Dong Bang town",5km, , , ,GLC,4206,20.7123,105.0378,VN,Hoa Binh,Suvui,6.79,2016/01/08 00:00:00+00,2019/05/16 00:00:00+00,102
38,2013/11/15 00:00:00+00,9412,14.9847,108.3348,Vietnam,2,0,rock_fall,downpour,medium,unknown,1546388,english.vietnamnet.vn,http://english.vietnamnet.vn/fms/society/89967/six-people-died-in-mountain-landslides-in-central-vietnam.html, ,5642,"Son Dung, Son Tay, Quang Ngai","In Phu Yen province, four hunters were buried in a mountain landslide incident on November 22 in Son Thanh Tay commune, Tay Hoa district. The four hunters left their home on the night of November 22 and did not return home the next day. The rescue forces","Son Dung, Son Tay, Quang Ngai",25km, , , ,GLC,5642,14.9847,108.3348,VN,Kon Tum,Goranh,18.75,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,63
39,2008/07/26 00:00:00+00,135,22.75,104.48,Vietnam,1,0,landslide,downpour,medium,unknown,1537513,english.vietnamnet,http://english.vietnamnet.vn/social/2008/07/795774/, ,671,"Chung Chai village, Xin Man district, Ha Giang Province; Lao Cai Province","washed away houses and roads, 19 houses collapsed. Also problems in Lao Cai","Chung Chai village, Xin Man district, Ha Giang Province; Lao Cai Province",25km, , , ,GLC,671,22.75,104.48,VN,Ha Giang,Tchoung Sao,7.43,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,82
40,2013/08/26 00:00:00+00,262,11.9312,108.4652,Vietnam,1,0,landslide,tropical_cyclone,medium,unknown,1537639,sciencythoughts.blogspot.com,http://sciencythoughts.blogspot.com/2013/08/worker-killed-by-landslide-in-vietnam.html, ,5404,"Dà Lat, Lâm Đồng Province","A worker has been killed by a landslide while carrying out repairs to a road in Dˆ Lat, L‰m __ng Province, in the southern Central Highlands of Vietnam, on Monday 26 August 2013. The man has been named as Hoang Trung Doan (41) of northern Phu Tho Prov","Dà Lat, Lâm Đồng Province",25km,Fernand, , ,GLC,5404,11.9312,108.4652,VN,Lam Dong,Dalat/Cam-Ly,6.36,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,47
41,2010/07/24 00:00:00+00,296,22.2931,103.9618,Vietnam,1,0,landslide,downpour,medium,unknown,1537673,saigon-gpdaily,http://www.saigon-gpdaily.com.vn/National/2010/7/84192/, ,2129,Lao Cai province,"Due to cold spell of air circulation, the mountainous northern provinces experienced heavy fall of rain, flood and landslides, causing six deaths and losses of vegetables.  In the northern province of Lao Cai, another landslide claimed the life of three",Lao Cai province,unknown, , , ,GLC,2129,22.2931,103.9618,VN,Lao Cai,Muong Bo,4.13,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,117
42,2011/09/13 00:00:00+00,2013,22.3405,103.9989,Vietnam,1,0,landslide,unknown,medium,unknown,1539392,vietnamnews.vnagency,http://vietnamnews.vnagency.com.vn/Miscellany/215402/Girl-aged-four-killed-in-landslide.html,15:00,3973,Lai Cao,A four-year-old girl was killed when a landslide buried her nursery classroom in the northern mountainous province of Lao Cai yesterday afternoon. Thousands of cubic metres of soil and stone were reported to have crashed down on the Phu Thinh 3 Commune c,Lai Cao,25km, , , ,GLC,3973,22.3405,103.9989,VN,Lao Cai,Muong Bo,8.83,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,96
43,2010/11/16 00:00:00+00,3302,15.1029,108.5747,Vietnam,1,0,landslide,downpour,medium,unknown,1540279,google,http://www.google.com/hostednews/canadianpress/article/ALeqM5gxeOi8ClUDUdKpcBJaK9Gle4pVXQ?docId=5156306, ,2730,"Go Rin village(?), Son Tan commune(?), Son Ha district, Ka Lang mountain(?), Quang Ngai province","After a big noise, thousands of cubic meters of soil and stone from Ka Lang mountain rushed down Go Rin village in the central province of Quang Ngai. Four people were buried in soil on November 16. One girl died.  Two days after the catastrophe, the vil","Go Rin village(?), Son Tan commune(?), Son Ha district, Ka Lang mountain(?), Quang Ngai province",25km, , , ,GLC,2730,15.1029,108.5747,VN,Quang Ngai,Ha Thanh,2.29,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,46
44,2008/11/20 00:00:00+00,3763,15.1238,108.8117,Vietnam,1,0,landslide,downpour,medium,unknown,1539942,ocha-gwapps1.unog,http://ocha-gwapps1.unog.ch/rw/rwb.nsf/db900sid/MUMA-7LY745?OpenDocument, ,897,Quang Ngai Province,"Yen and her husband Tran Hoang Nhu, together with their friend Le Na, also a local school teacher in the central province of Quang Ngai, were trapped under the landslide Thursday as they returned home from school. Nhu and Na were found and rushed to a lo",Quang Ngai Province,50km, , , ,GLC,897,15.1238,108.8117,VN,Quang Ngai,An Phuoc,17.56,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,19
45,2008/10/11 00:00:00+00,6077,15.33,108.2167,Vietnam,1,0,landslide,downpour,medium,unknown,1544651,Thanh Nien News,http://www.thanhniennews.com/society/?catid=3&newsid=42857, ,836,"Nam Tra My District, Quang Nam",heavy rains and flooding from Tropical Depression from East Sea,"Nam Tra My District, Quang Nam",25km, , , ,GLC,836,15.33,108.2167,VN,Quang Nam,Hau Duc,1.8,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,39
