,date,OBJECTID,latitude,longitude,country,fatalities,injuries,type,trigger,severity,location,FID,source_nam,source_lin,event_time,event_id,event_titl,event_desc,location_d,location_a,storm_name,photo_link,comments,event_impo,event_im_1,latitude.1,longitude.1,country_co,admin_divi,gazetteer_,gazetteer1,submitted_,last_edite,slope
5759,2008/05/12 00:00:00+00,8290,31.2922,103.2827,China,0,0,landslide,downpour,very_large,unknown,1545667,in.reuters,http://in.reuters.com/article/worldNews/idINIndia-33799220080528, ,531,"Guizhou, Hunan, Hubei and Guangxi provinces","7.9 earthquake triggered thousands of landslides in area, along with heavy rainfall afterwards, which blocked roads, dammed rivers and made rescue efforts extremely difficult","Guizhou, Hunan, Hubei and Guangxi provinces",unknown, , , ,GLC,531,31.2922,103.2827,CN,Sichuan,Li Xian,19.59,2014/09/11 00:00:00+00,2019/05/16 00:00:00+00,123
5760,2008/09/14 00:00:00+00,8309,24.959,121.4479,China,0,0,mudslide,tropical_cyclone,medium,unknown,1545686,etaiwannews,http://www.etaiwannews.com/etn/news_content.php?id=739268&lang=eng_news&cate_img=49.jpg&cate_rss=news_Society_TAIWAN, ,790,"Tucheng City, Taipei county","Due to mudslides caused by heavy rains, 700 square meters collapsed in two slope parking lots of Guo-Ji community in Tucheng City, Taipei county. Eight parked vehicles were pushed by mudslide and slid down the mountain. 17 residents were evacuated and sh","Tucheng City, Taipei county",10km,Typhoon Sinlaku, , ,GLC,790,24.959,121.4479,CN,Taiwan,Hsin-Tien,9.87,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,52
5761,2007/10/09 00:00:00+00,8358,32.4167,104.95,China,0,0,landslide,downpour,large,unknown,1545735,Red Cross - Field reports,https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=3290, ,298,Qingchuan,"40,000 people affected, may be related to mining",Qingchuan,25km, , , ,GLC,298,32.4167,104.95,CN,Sichuan,Chu-ho,3.8,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,100
5762,2012/03/17 00:00:00+00,8408,36.0464,103.8128,China,0,0,landslide,unknown,medium,unknown,1546982,chinadaily,http://www.chinadaily.com.cn/usa/china/2012-03/18/content_14855946.htm,20:00,4269,"Fulongping, Chengguan District, Lanzhou","LANZHOU - Four households were forced to evacuate as landslide occurred in downtown Lanzhou, capital of northwest China's Gansu province, on Saturday evening, authorities said. No causalities were reported so far in the landslide at the neighborhood of F","Fulongping, Chengguan District, Lanzhou",5km, , , ,GLC,4269,36.0464,103.8128,CN,Gansu,Gaolan,33.53,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,78
5763,2013/09/01 00:00:00+00,8450,25.035,121.7648,China,0,0,rock_fall,tropical_cyclone,medium,unknown,1547021,focustaiwan.tw,http://focustaiwan.tw/news/asoc/201309010018.aspx,11:00,5428,Pingxi Railway Line,"In addition to the South-Link line, service on the Pingxi railway line was also suspended on Sunday from 11 a.m. due to rocks falling on the tracks, the TRA said.",Pingxi Railway Line,10km,Toraji, , ,GLC,5428,25.035,121.7648,CN,Taiwan,Shuang-Hsi,10.03,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,51
5764,2011/07/02 00:00:00+00,8548,30.0091,101.9374,China,0,0,mudslide,downpour,medium,unknown,1547119,news.xinhuanet,http://news.xinhuanet.com/english2010/video/2011-07/04/c_13964582.htm, ,3692,Southwest Sichuan Province,"BEIJING, July 4 (Xinhuanet) -- Heavy downpours have wreaked havoc in southwest China's Sichuan Province since Saturday, with several areas recording 100 millimeters of rain. The deluge grounded dozens of flights and triggered mudslides that inundated hig",Southwest Sichuan Province,unknown, , , ,GLC,3692,30.0091,101.9374,CN,Sichuan,Liu-yang,14.67,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,76
5765,2010/10/21 00:00:00+00,8556,24.5478,121.8496,China,0,0,complex,tropical_cyclone,medium,unknown,1547127,google,http://www.google.com/hostednews/afp/article/ALeqM5g8MPJwXbplpnceYl-FgPuRURY1qw?docId=CNG.2f057538640f1e680daa7203d3609eff.2a1,23:00,2647,"Suhua highway(9), between Suao(Su-ao) township and Dongao township, Ilan(Yilan) county","About two dozen people missing are also missing after their buses were trapped along a badly damaged highway in the same area as torrential rains hit, rescuers said.  One Chinese tour guide and a Taiwanese driver were missing after their bus was hit by m","Suhua highway(9), between Suao(Su-ao) township and Dongao township, Ilan(Yilan) county",5km,Typhoon Megi, , ,GLC,2647,24.5478,121.8496,CN,Taiwan,Nan-Ao,10.06,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,87
5766,2017/05/29 00:00:00+00,8730,24.54070891,121.86766019999999,China,0,0,landslide,mining,medium,above_road,1547301,Taipei Times,http://www.taipeitimes.com/News/taiwan/archives/2017/06/03/2003671825, ,9766,Landslide on Suhua Highway,"Mining activity might have triggered landslide on Suhua highway, blocking the road","Suhua Highway in Yilan County, Jiugongli section near 112.6km mark",5km, ,http://www.taipeitimes.com/images/2017/06/03/P02-170603-p2C.jpg,Probably much better documented in a non-English news article,GLC, ,24.54070891,121.86766019999999,CN,Taiwan,Nan-Ao,10.59,2017/06/16 00:00:00+00,2019/05/16 00:00:00+00,87
5767,2013/07/12 00:00:00+00,8755,34.3887,106.92200000000001,China,0,0,landslide,rain,medium,unknown,1547326,www.startribune.com,http://www.startribune.com/politics/national/215429871.html,21:00,5082,"En Route To Xi'An, Gansu Province","A group of Vietnamese tourists who became trapped by a landslide in northwest China amid weeklong storms that have killed at least 89 people have reached a major town, Chinese state media reported Sunday. At least 100 tourists, including the 38 Vietnames","En Route To Xi'An, Gansu Province",unknown, , , ,GLC,5082,34.3887,106.92200000000001,CN,Shaanxi,Baoji,20.89,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,89
5768,2015/08/09 00:00:00+00,8761,27.6615,120.564,China,0,0,mudslide,tropical_cyclone,medium,unknown,1547332,Las Vegas Sun,http://lasvegassun.com/news/2015/aug/09/typhoon-weakens-over-china-after-leaving-22-dead-m/, ,7622,Pingyang county in Zhejiang province,"Rains from the typhoon triggered mudslides in mountainous Pingyang county in Zhejiang province, north of Fujian, killing nine people and leaving three others missing, the county government said.",Pingyang county in Zhejiang province,10km,Soudelor, , ,GLC,7622,27.6615,120.564,CN,Zhejiang,Qiancang,10.01,2016/04/12 00:00:00+00,2019/05/16 00:00:00+00,66
5769,2007/05/20 00:00:00+00,8771,26.9468216,105.2460505,China,0,0,landslide,downpour,unknown,unknown,1547342,Dartmouth Flood Observatory,http://www.dartmouth.edu/~floods/Archives/2007sum.htm,unknown,11229,Flash floods and landslides in Nayong,"3 dead, 3 missing, unclear if due to floods or landslides","Dongdi, Jieshang, Saluo, Nayong County",50km, , , ,GLC, ,26.9468216,105.2460505,CN,Guizhou,Nayong,22.1,2018/02/28 00:00:00+00,2019/05/16 00:00:00+00,122
5770,2008/06/27 00:00:00+00,8887,25.79,113.02,China,0,0,mudslide,downpour,large,unknown,1545862,cctv,http://www.cctv.com/english/20080627/103737.shtml, ,611,"Datang, Chenzhou City, Hunan","Heavy rain has set off mudslides, and a water pipe at a hydropower generator has been damaged, cutting off road access to some villages.","Datang, Chenzhou City, Hunan",10km, , , ,GLC,611,25.79,113.02,CN,Hunan,Chenzhou,2.49,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,41
5771,2016/05/11 00:00:00+00,9035,31.5583,95.2747,China,0,0,landslide,earthquake,medium,above_road,1546010,China Daily,http://www.chinadailyasia.com/nation/2016-05/11/content_15431146.html, ,7703,Dengqen county in Tibet's Qamdo city,"The earthquake rattled houses and set off landslides that blocked roads, leaving at least six injured, according to the China News Service, which cited the Dingqing county emergency management office.",Dengqen county in Tibet's Qamdo city,unknown, , , ,GLC,7703,31.5583,95.2747,CN,Xizang,Serca,1.84,2016/05/11 00:00:00+00,2019/05/16 00:00:00+00,69
5772,2011/06/19 00:00:00+00,9163,30.6427,114.318,China,0,0,landslide,downpour,medium,unknown,1546138,english.ntdtv,http://english.ntdtv.com/ntdtv_en/news_china/2011-06-20/broken-bridge-cuts-off-flooded-village-in-hubei-province.html, ,3626,"The village of Zuogang, Hubei Province","In the village of Zuogang in China’s Hubei Province, the only link to the outside world is the bridge. And now the bridge has collapsed – destroyed by the recent floods.   Debris from landslides litters the road on the way to villager Li Juhua’s ho","The village of Zuogang, Hubei Province",unknown, , , ,GLC,3626,30.6427,114.318,CN,Hubei,Wang-Chia Tun,8.53,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,8
5773,2008/01/03 00:00:00+00,9180,29.5524,106.5458,China,0,0,landslide,rain,small,unknown,1546155,pr-inside,http://www.pr-inside.com/china-evacuates-6-300-after-landslide-threatens-r372070.htm, ,405,"metropolis of Chongqing, southwest China","6,300 people evacuated","metropolis of Chongqing, southwest China",25km, , , ,GLC,405,29.5524,106.5458,CN,Chongqing,Shapingba,0.55,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,65
5774,2007/10/05 00:00:00+00,9219,32.4879,105.8453,China,0,0,complex,rain,large,above_river,1546196,INQUIRER.net,https://web.archive.org/web/20071011031009/http://newsinfo.inquirer.net/breakingnews/world/view_article.php?article_id=93267, ,291,"Guangyuan city, Sichuan Province","500,000 cubic meters of mud and rock tumbled into river and created a dam 150 meters long","Guangyuan city, Sichuan Province",10km, , , ,GLC,291,32.4879,105.8453,CN,Sichuan,Guangyaun,5.6,2016/01/07 00:00:00+00,2019/05/16 00:00:00+00,64
5775,1997/07/03 00:00:00+00,9301,22.39248688,114.1867405,China,0,0,landslide,downpour,medium,engineered_slope,1546277,Hong Kong Civil Engineering and Development Department,http://hkss.cedd.gov.hk/hkss/eng/lic/Html_97/VCAS.aspx,unknown,12941,"Ville de Cascade Landslide, Fo Tan, Shatin",The landslide occurred on a 27 m high cut slope that was designed and checked to the required geotechnical standards in the early 1980's.  No fatalities or injuries resulted from the landslide. The 1997 incident involved a minor failure near the crest of,"Ville de Cascade, Fo Tan, Shatin, Hong Kong",exact, ,http://hkss.cedd.gov.hk/hkss/eng/lic/Html_97/Ville_P.gif, ,LRC, ,22.39248688,114.1867405,CN,Hong Kong,Kowloon,7.58,2018/09/04 00:00:00+00,2019/05/16 00:00:00+00,60
5776,2013/08/28 00:00:00+00,9343,24.1046,108.0198,China,0,0,landslide,downpour,medium,unknown,1546319,www.dailymail.co.uk,http://www.dailymail.co.uk/news/article-2408341/Dramatic-moment-house-plummets-cliff-enormous-landslide-heavy-rains.html?ito=feeds-newsxml,12:00,5409,"Highway 210, Jiangcheng Village, Gaoling Town, Du'An, Hechi, Guangxi","A huge landslide completely blocked a highway and took a house with following heavy rains in the south western Chinese province of Guangxi. As the ground gave way, mud and rocks tumbled down the hill completely covering the normally busy highway below. T","Highway 210, Jiangcheng Village, Gaoling Town, Du'An, Hechi, Guangxi",unknown, , , ,GLC,5409,24.1046,108.0198,CN,Guangxi,Pa-tu,17.32,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,132
5777,2012/05/01 00:00:00+00,9349,28.1631,85.9834,China,0,0,landslide,downpour,medium,unknown,1546325,english.cri,http://english.cri.cn/6909/2012/05/01/3124s696631.htm,8:00,4342,"Nyelam,  Shigatse, Tibet",More than 60 vehicles were stranded on a highway in southwest China's Tibet Autonomous Region Tuesday as a landslide had disrupted the road traffic. The landslide happened at about 8 a.m. Tuesday at the section of Nyelam county along the road from the re,"Nyelam,  Shigatse, Tibet",25km, , , ,GLC,4342,28.1631,85.9834,CN,Xizang,Congdu,3.93,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,113
5778,2010/07/19 00:00:00+00,9361,31.9111,108.6989,China,0,0,landslide,downpour,medium,unknown,1546337,english.cri,http://english.cri.cn/6909/2010/07/19/1461s583861.htm,8:00,2096,"Luojiang river, Chengkou county, Chongqing municipality","Rain-triggered landslides in southwest China Monday blocked a river, creating a barrier lake in Chongqing Municipality and forcing the evacuation of more than 12,000 people, flood control authorities said.  The landslide blocked the Luojiang River in Che","Luojiang river, Chengkou county, Chongqing municipality",50km, , , ,GLC,2096,31.9111,108.6989,CN,Chongqing,Chengkou,5.59,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,90
5779,2013/08/19 00:00:00+00,9405,23.6454,109.9679,China,0,0,landslide,tropical_cyclone,medium,unknown,1546381,africa.chinadaily.com.cn,http://africa.chinadaily.com.cn/china/2013-08/19/content_16904284.htm,8:00,5362,"Hualei Village Of The Guiping City In Guigang City, In South China'S Guangxi Zhuang Autonomous Region","A landslide has buried at least one truck and trapped an unknown number of people on a highway in Guigang city, in South China's Guangxi Zhuang autonomous region on Monday morning, said local authorities. Local firefighting service received a report at a","Hualei Village Of The Guiping City In Guigang City, In South China'S Guangxi Zhuang Autonomous Region",5km,Utor, , ,GLC,5362,23.6454,109.9679,CN,Guangxi,Dongxiang,13.32,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,45
5780,2016/06/18 00:00:00+00,9425,29.8246,94.413,China,0,1,landslide,rain,medium,unknown,1546401,News Wides,http://visitwinchestervirginia.com/in-tibet-the-eight-people-buried-by-a-landslide/, ,8964,"village Palmense, County of Nyingchi,  Tibet Autonomous region of China","Location estimated within County of Nyingchi. Fatalities are unknown and injuries may be greater than one. Eight villagers were buried by a landslide in the South-East of the Tibet Autonomous region of China, passes on Saturday, the Xinhua news Agency, c","village Palmense, County of Nyingchi,  Tibet Autonomous region of China",100km, , , ,GLC,8964,29.8246,94.413,CN,Xizang,Nyingchi,32.37,2016/07/19 00:00:00+00,2019/05/16 00:00:00+00,80
5781,2008/06/30 00:00:00+00,9481,22.63,110.15,China,0,0,landslide,unknown,medium,unknown,1546457,news.xinhuanet,http://news.xinhuanet.com/english/2008-06/30/content_8463659.htm, ,618,Guangxi Zhuang Autonomous Region,Seven people were slightly injured as a passenger train derailed by a landslide in the early hours of Monday in south China's Guangxi Zhuang Autonomous Region,Guangxi Zhuang Autonomous Region,25km, , , ,GLC,618,22.63,110.15,CN,Guangxi,Yulin,0.3,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,8
5782,2010/09/19 00:00:00+00,9543,23.4367,120.7211,China,0,0,mudslide,tropical_cyclone,medium,unknown,1546519,greenfudge,http://www.greenfudge.org/2010/09/19/taiwan-typhoon-triggers-landslides-evacuations/, ,2472,"only hwy to Alishan, Chiayi county","19 Sep 2010  Typhoon Fanapi caused power outages, evacuations and landslides Taiwan, but the eye of the storm has now left the island, according to a report on Focus Taiwan.  Winds reached 220 km ph (136 mph) in some regions, causing problems for infrast","only hwy to Alishan, Chiayi county",5km,Typhoon Fanapi, , ,GLC,2472,23.4367,120.7211,CN,Taiwan,Ta-pang,2.42,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,116
5783,2013/08/31 00:00:00+00,9548,22.2841,120.7255,China,0,17,rock_fall,tropical_cyclone,medium,unknown,1546524,focustaiwan.tw,http://focustaiwan.tw/news/asoc/201309010018.aspx,7:00,5422,"Entrance To A Tunnel On The South-Link Line, Pingtung County","Meanwhile, in Taipei there were 28 reports of damage Sunday caused by the rain, which was forecast to remain heavy to torrential as a result of convective clouds and a seasonal front passing over Taiwan. Taipei's Emergency Operations Center said all 28 r","Entrance To A Tunnel On The South-Link Line, Pingtung County",10km,Kong Rey, , ,GLC,5422,22.2841,120.7255,CN,Taiwan,Fang-shan,8.39,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,95
5784,2011/06/19 00:00:00+00,9577,32.6506,110.7888,China,0,0,landslide,downpour,very_large,unknown,1546553,news.xinhuanet,http://news.xinhuanet.com/english2010/video/2011-06/20/c_13939185.htm, ,3628,"Shiyan city, in northwest Hubei","June 20 (Xinhuanet) --Torrential rain continues to hit China, with the National Meteorological Center maintaining its alert at the second-highest level, orange.  The Chengdu-Kunming railway, which links the provincial capitals of Sichuan and Yunnan, was","Shiyan city, in northwest Hubei",10km, , , ,GLC,3628,32.6506,110.7888,CN,Hubei,Shiyen,3.84,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,48
5785,2010/07/27 00:00:00+00,9588,29.3199,102.7348,China,0,0,landslide,downpour,large,unknown,1546564,google,http://www.google.com/hostednews/ap/article/ALeqM5h4WzWeMJ7PKISlH1gvwNg_5weS1wD9H76QQG0,5:00,2151,"Wangong village(?), Ermanshan Mountain(?), Hanyuan county, Sichuan","A landslide caused by rains in southern China left 21 people missing Tuesday, adding to a growing death toll from China's worst flood season in a decade, which is expected to worsen with heavy rains forecast across the country.  Rescuers searched for 21","Wangong village(?), Ermanshan Mountain(?), Hanyuan county, Sichuan",1km, , , ,GLC,2151,29.3199,102.7348,CN,Sichuan,Hanyuan,6.37,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,151
5786,2011/07/21 00:00:00+00,9633,34.0982,104.3024,China,0,0,landslide,rain,medium,unknown,1546612,chinadaily,http://www.chinadaily.com.cn/china/2011-07/21/content_12953348.htm, ,3817,"Links the provinces of Sichuan, Gansu and Yunnan, Southwest China's Sichuan province","CHENGDU - A major highway in Southwest China's Sichuan province was blocked by rain-triggered landslides for the third time this month on Thursday, just four days after it reopened on Monday.  Landslides triggered by torrential rains blocked several sect","Links the provinces of Sichuan, Gansu and Yunnan, Southwest China's Sichuan province",unknown, , , ,GLC,3817,34.0982,104.3024,CN,Gansu,Rangtag,32.52,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,81
5787,2011/07/03 00:00:00+00,9656,31.1532,103.5154,China,0,0,landslide,downpour,medium,unknown,1546635,english.ntdtv,http://english.ntdtv.com/ntdtv_en/news_china/2011-07-11/china-s-303-provincial-highway-severely-damaged-in-sichuan.html, ,3706,Provincial Highway 303 between Gengda and Yingxin in Wenchuan County,"More than half of a 13-mile-long highway in southwest China is either underwater or ruined by landslides.  The No. 303 Provincial Highway in Sichuan Province, considered the lifeline of the local economy, has been closed since last Sunday due to heavy ra",Provincial Highway 303 between Gengda and Yingxin in Wenchuan County,50km, , , ,GLC,3706,31.1532,103.5154,CN,Sichuan,Guan Xian,19.24,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,120
5788,2016/05/22 00:00:00+00,9745,22.7611,120.6824,China,0,0,rock_fall,earthquake,unknown,natural_slope,1546724,Focus Taiwan,http://focustaiwan.tw/news/asoc/201605220004.aspx, ,9325,"Sandimen township, Taiwan","Estimated location. A magnitude 5.2 earthquake shook Kaohsiung and Pingtung County in southern Taiwan early Sunday morning, causing two small landslides on Provincial Highway 24 and rockslides in the mountainous townships of Sandimen and Wutai in Pingtun","Sandimen township, Taiwan",25km, , , ,GLC,9325,22.7611,120.6824,CN,Taiwan,Chia-jui-pu,8.64,2016/08/02 00:00:00+00,2019/05/16 00:00:00+00,121
5789,2010/09/21 00:00:00+00,9749,21.6598,110.9276,China,0,0,landslide,tropical_cyclone,medium,unknown,1546728,bloomberg,http://www.bloomberg.com/news/2010-09-21/typhoon-fanapi-brings-worst-rains-in-century-to-south-china-s-province.html,8:00,2482,"Maoming city, Guangdong province","Typhoon Fanapi has brought the heaviest rains in a century to China’s southern province of Guangdong, triggering landslides in some cities, the official Xinhua News Agency reported today.  Fanapi, which landed in coastal Fujian province on Monday, wrea","Maoming city, Guangdong province",unknown,Typhoon Fanapi, , ,GLC,2482,21.6598,110.9276,CN,Guangdong,Maoming,3.99,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,5
5790,2018/08/11 00:00:00+00,9778,22.692287,121.02058000000001,China,0,0,landslide,downpour,medium,natural_slope,1546757,Taiwan News,https://www.taiwannews.com.tw/en/news/3274489,11:00,13269,Zhiben Resort Landslide,"A landslide caused by the torrential rain brought on by Tropical Storm Khanun flooded the Hoya Hot Springs Resort and Spa in the Taitung County resort town of Zhiben (知本), reports said Saturday.  Torrential rains brought on by the storm, which is sta","No. 16, Longquan Road, Beinan Township, Taitung County, Taiwan 954.",exact, ,https://tnimage.taiwannews.com.tw/photos/shares/59e1bf2d2bde1.jpg, ,GLC, ,22.692287,121.02058000000001,CN,Taiwan,Tai-ma,9.17,2018/08/15 00:00:00+00,2019/05/16 00:00:00+00,82
5791,2011/07/03 00:00:00+00,9819,31.5771,103.7368,China,0,0,landslide,downpour,small,unknown,1546798,hydroworld,http://www.hydroworld.com/index/display/news_display.1450587420.html,8:00,3705,"Miancu Village, Nanxin Town, Mao County","Shanghai Stock Exchange July 5, 2011  Due to the continuous heavy rainfall, in the small hours of July 3, 2011, landslides occurred in Miancu Village, Nanxin Town, Mao County. Water flowed into the hydraulic turbine floor in No. 2 Nanxin Station (with th","Miancu Village, Nanxin Town, Mao County",50km, , , ,GLC,3705,31.5771,103.7368,CN,Sichuan,Maowen,16.13,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,114
5792,2011/07/01 00:00:00+00,9864,21.4758,101.5675,China,0,0,debris_flow,downpour,medium,unknown,1546843,en.kunming,http://en.kunming.cn/index/content/2011-07/04/content_2581761.htm, ,3682,"Yiwu Town, Mengla County","The heavy rain has caused several areas of road collapsed and debris flow, leaving 108 families being hit by the disaster with the total loss of RMB 4.235 million in Yiwu Town, Mengla County under the jurisdiction of Xishuangbanna Dai Autonomous Prefectu","Yiwu Town, Mengla County",unknown, , , ,GLC,3682,21.4758,101.5675,CN,Yunnan,Mengla,2.3,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,38
5793,2016/07/08 00:00:00+00,10126,30.0554,102.6171,China,0,0,rock_fall,downpour,medium,above_road,1548304,News Video,http://newsvideo.su/video/4676260,23:00,8917,"Highway 318, Yuan City, China","Last Friday evening, when a bus with 42 passengers was driving at 318 National Road in Ya’an city, southwest China’s Sichuan Province, the 59-year-old driver noticed rocks sliding down from the mountain. He immediately pressed his brakes and reversed","Highway 318, Yuan City, China",50km, , , ,GLC,8917,30.0554,102.6171,CN,Sichuan,Tianquan,13.97,2016/07/12 00:00:00+00,2019/05/16 00:00:00+00,148
5794,2016/06/20 00:00:00+00,10249,24.3504,121.7755,China,0,0,landslide,continuous_rain,medium,above_road,1548427,Focus Taiwan,http://focustaiwan.tw/news/asoc/201606210031.aspx, ,8938,"Suhua Highway between Hanben and Wuta,  Nan'ao Township, Yilan County, Taiwan",The section between Hanben (漢本) and Wuta (武塔) in Yilan County's Nan'ao Township was closed Monday after masses of soil and rocks fell from the slopes above following days of heavy rain.  Because the highway is the only road connecting the eastern,"Suhua Highway between Hanben and Wuta,  Nan'ao Township, Yilan County, Taiwan",exact, ,http://img1.cna.com.tw/Eng/WebEngPhotos//CEP/20160621/201606210031t0001.jpg, ,GLC,8938,24.3504,121.7755,CN,Taiwan,Nan-Ao,13.61,2016/07/13 00:00:00+00,2019/05/16 00:00:00+00,175
5795,2007/10/05 00:00:00+00,10253,25.1167,121.4833,China,0,0,landslide,tropical_cyclone,medium,unknown,1548431,The Times,http://www.thetimes.co.za/News/Article.aspx?id=581242, ,293,northern Hsinchu,multiple events in Taipei city area,northern Hsinchu,5km,Typhoon Krosa, , ,GLC,293,25.1167,121.4833,CN,Taiwan,T'ai-pei Shih,7.01,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,31
5796,2010/05/23 00:00:00+00,10288,23.1297,120.6161,China,0,0,mudslide,downpour,medium,unknown,1548466,etaiwannews,http://www.etaiwannews.com/etn/news_content.php?id=1265492&lang=eng_news&cate_img=49.jpg&cate_rss=news_Society_TAIWAN,15:00,1890,"Hsiaolin, Kaohsiung County","Hsiaolin in Kaohsiung County, one of the main victims of last August's Typhoon Morakot, suffered from mudslides and flooded roads yesterday afternoon, reports said.","Hsiaolin, Kaohsiung County",5km, , , ,GLC,1890,23.1297,120.6161,CN,Taiwan,Lao-nung,6.96,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,68
5797,2016/09/07 00:00:00+00,10422,22.225713,113.921806,China,0,0,landslide,rain,small,above_road,1548598,The Standard,http://www.thestandard.com.hk/breaking-news.php?id=79319, ,9970,Landslide disrupts South Lantau Road,"A section of South Lantau Road on Lantau island has been closed following a landslide.  The landslip occurred between Tong Fuk and Shui Hau at around noon, forcing the closure of all lanes of the road near Shui Hau Wan.  The Transport Department has arra","South Lantau Road, Hong Kong",1km, , , ,GLC, ,22.225713,113.921806,CN,Hong Kong,Wailinding Dao,12.29,2017/07/03 00:00:00+00,2019/05/16 00:00:00+00,87
5798,2016/07/17 00:00:00+00,10441,28.4314,109.4872,China,0,0,landslide,downpour,large,unknown,1548617,Sky News,http://news.sky.com/story/homes-destroyed-by-mudslide-after-heavy-rain-10504328, ,9023,"Xiangxi Tujia Miao Autonomous Prefecture, China","Estimated location. Video footage showed a torrent of water and mud crashing down a mountain before slamming into the wooden homes in Xiangxi Tujia Miao Autonomous Prefecture.  Traffic has been shut down due to flooding, the local government has deployed","Xiangxi Tujia Miao Autonomous Prefecture, China",100km, , , ,GLC,9023,28.4314,109.4872,CN,Hunan,Huayuan,17.92,2016/07/18 00:00:00+00,2019/05/16 00:00:00+00,65
5799,2011/10/22 00:00:00+00,10490,29.7453,98.5567,China,0,0,landslide,downpour,medium,unknown,1548666,tibetctrip,http://www.tibetctrip.com/landslide-disrupts-traffic-on-tibet-s-pivotal-highway.html,7:00,4024,"Sichuan-Tibert Hwy, linking tibet and Chengdu, Sichuan","A pivotal highway in southwest China's Tibet Autonomous Region reopened Saturday afternoon, approximately nine hours after a rain-triggered landslide disrupted traffic. Traffic resumed on the highway linking Tibet with the neighboring Sichuan province at","Sichuan-Tibert Hwy, linking tibet and Chengdu, Sichuan",unknown, , , ,GLC,4024,29.7453,98.5567,CN,Xizang,Gartog,6.83,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,53
5800,2011/07/02 00:00:00+00,10621,27.8189,99.7022,China,0,0,debris_flow,downpour,medium,unknown,1548797,en.kunming,http://en.kunming.cn/index/content/2011-07/04/content_2581607.htm,1:00,3693,"Xinglong River Xinglong Village in Jinjiang Town, Shangri-la County, Diqing Tibetan Autonomous Prefecture, Yunnan","Villagers withdraw from the debris flow hit areas in water conservation forest of Xinglong River Xinglong Village in Jinjiang Town, Shangri-la County, Diqing Tibetan Autonomous Prefecture, Yunnan. [yunnan.cn]  The sudden downpour has triggered the debris","Xinglong River Xinglong Village in Jinjiang Town, Shangri-la County, Diqing Tibetan Autonomous Prefecture, Yunnan",50km, , , ,GLC,3693,27.8189,99.7022,CN,Yunnan,Zhongdian,0.47,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,62
5801,2012/05/28 00:00:00+00,10640,23.9034,120.9334,China,0,0,landslide,rain,medium,unknown,1548816,chinapost,http://www.chinapost.com.tw/taiwan/local/nantou/2012/05/29/342610/Rain-causes.htm,8:00,4368,"Sun Moon, Yuchih, Nantou County","Several landslides occurred yesterday in the central county of Nantou, on a provincial highway and the road around the Sun Moon Lake tourist area, but  no casualties were reported. The landslides were caused by heavy rains that started early in the morni","Sun Moon, Yuchih, Nantou County",10km, , , ,GLC,4368,23.9034,120.9334,CN,Taiwan,Yu-chih,0.69,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,51
5802,2011/06/05 00:00:00+00,10699,25.1784,106.0995,China,0,0,landslide,downpour,medium,unknown,1548875,news.xinhuanet,http://news.xinhuanet.com/english2010/china/2011-06/10/c_13922097_5.htm, ,3571,"Wangmo county, Guizhou province","People work to restore the transportation in Wangmo County of southwest China's Guizhou Province, June 9, 2011. China's Ministry of Finance (MOF) and Ministry of Civil Affairs on Wednesday allocated 35 million yuan (5.39 million U.S. dollars) to help vic","Wangmo county, Guizhou province",50km, , , ,GLC,3571,25.1784,106.0995,CN,Guizhou,Wangmo,1.98,2014/04/01 00:00:00+00,2019/05/16 00:00:00+00,57
