FID,latitude,longitude,country_na,event_date,event_time
2932,32.34193603,77.22157675,India,2017/05/05 00:00:00+00, 
2934,27.79280733,84.43347027,Nepal,2017/07/12 00:00:00+00,16:00
2937,25.69111465,94.09483333,India,2017/07/12 00:00:00+00,06:00
2938,35.03832793,72.89541201,Pakistan,2017/01/08 00:00:00+00,unknown
2939,-6.604482000000001,105.78612765,Indonesia,2017/02/09 00:00:00+00,unknown
2944,5.39074151,100.28229343,Malaysia,2017/01/31 00:00:00+00,20:00
2946,11.36244543,105.00674903,Cambodia,2017/03/25 00:00:00+00,unknown
2947,19.641991,82.354055,India,2016/12/09 00:00:00+00, 
2949,39.90952566,69.50912023,Kyrgyzstan,2017/04/10 00:00:00+00, 
2953,15.287568099999998,73.97726045,India,2017/04/19 00:00:00+00,21:00
2959,33.12172879,75.40856188,India,2017/04/08 00:00:00+00,05:00
2961,22.84756674,91.95656252,Bangladesh,2017/06/18 00:00:00+00,08:00
2962,36.98563766,127.2486211,South Korea,2017/07/09 00:00:00+00,17:00
2966,-1.6305209999999999,101.948985,Indonesia,2016/11/15 00:00:00+00, 
2967,16.23854416,120.51718491,Philippines,2017/04/13 00:00:00+00,17:00
2968,33.41709081,130.74368041,Japan,2017/07/06 00:00:00+00, 
2971,25.58793204,104.21382937,China,2007/08/03 00:00:00+00,unknown
2989,34.30925879,75.53528588,India,2018/05/30 00:00:00+00, 
2991,22.88500759,93.51746761,Myanmar,1970/01/01 00:00:00+00, 
2992,22.83040458,93.55180676,Myanmar,1970/01/01 00:00:00+00, 
2993,23.40991836,93.36421745,India,1970/01/01 00:00:00+00, 
2994,19.75056137,94.34484376,Myanmar,1970/01/01 00:00:00+00, 
2995,19.39264007,95.78861781,Myanmar,1970/01/01 00:00:00+00, 
2996,19.6217975,94.06171904,Myanmar,1970/01/01 00:00:00+00, 
2997,19.65890761,94.00708727,Myanmar,1970/01/01 00:00:00+00, 
2998,18.73021881,94.69757297,Myanmar,1970/01/01 00:00:00+00, 
2999,18.71934028,94.70251187,Myanmar,1970/01/01 00:00:00+00, 
3000,18.75226128,94.67624771,Myanmar,1970/01/01 00:00:00+00, 
3001,18.73659708,94.68733921,Myanmar,1970/01/01 00:00:00+00, 
3002,18.72963518,94.68502939,Myanmar,1970/01/01 00:00:00+00, 
3003,18.71865173,94.67474717,Myanmar,1970/01/01 00:00:00+00, 
3004,18.71648341,94.70160571,Myanmar,1970/01/01 00:00:00+00, 
3005,18.73735373,94.6987974,Myanmar,1970/01/01 00:00:00+00, 
3006,18.73245458,94.68022703,Myanmar,1970/01/01 00:00:00+00, 
3007,18.73529766,94.68265483,Myanmar,1970/01/01 00:00:00+00, 
3008,18.74225775,94.67288106,Myanmar,1970/01/01 00:00:00+00, 
3009,18.711702,94.67504294,Myanmar,1970/01/01 00:00:00+00, 
3010,18.70746856,94.67390816,Myanmar,1970/01/01 00:00:00+00, 
3011,18.69464442,94.68105089,Myanmar,1970/01/01 00:00:00+00, 
3012,18.70095583,94.69106791,Myanmar,1970/01/01 00:00:00+00, 
3013,18.72268481,94.68362932,Myanmar,1970/01/01 00:00:00+00, 
3014,18.72215241,94.68653727,Myanmar,1970/01/01 00:00:00+00, 
3015,18.723997,94.68572824,Myanmar,1970/01/01 00:00:00+00, 
3016,18.7108096,94.72206788,Myanmar,1970/01/01 00:00:00+00, 
3017,18.71165083,94.72937945,Myanmar,1970/01/01 00:00:00+00, 
3018,18.74718384,94.71940924,Myanmar,1970/01/01 00:00:00+00, 
3019,18.73903015,94.71379274,Myanmar,1970/01/01 00:00:00+00, 
3020,18.73957585,94.68157493,Myanmar,1970/01/01 00:00:00+00, 
3021,18.74017937,94.67534861,Myanmar,1970/01/01 00:00:00+00, 
3022,18.76896364,94.70921133,Myanmar,1970/01/01 00:00:00+00, 
3023,18.76538465,94.69256222,Myanmar,1970/01/01 00:00:00+00, 
3024,18.77381769,94.71551966,Myanmar,1970/01/01 00:00:00+00, 
3025,18.74943643,94.74427548,Myanmar,1970/01/01 00:00:00+00, 
3026,18.72846916,94.68901469,Myanmar,1970/01/01 00:00:00+00, 
3027,18.7006296,94.69553829,Myanmar,1970/01/01 00:00:00+00, 
3028,18.7153538,94.72163688,Myanmar,1970/01/01 00:00:00+00, 
3029,18.76778533,94.69491403,Myanmar,1970/01/01 00:00:00+00, 
3030,18.74125004,94.71081478,Myanmar,1970/01/01 00:00:00+00, 
3031,18.36499406,94.66155553,Myanmar,1970/01/01 00:00:00+00, 
3032,18.25138547,94.77350382,Myanmar,1970/01/01 00:00:00+00, 
3033,17.95387997,94.54659601,Myanmar,1970/01/01 00:00:00+00, 
3034,18.22311419,96.42883992,Myanmar,1970/01/01 00:00:00+00, 
3035,10.96644152,98.79003231,Myanmar,1970/01/01 00:00:00+00, 
3036,12.34168577,98.87933298,Myanmar,1970/01/01 00:00:00+00, 
3037,13.39284328,99.13718125,Myanmar,1970/01/01 00:00:00+00, 
3038,13.392892499999999,99.1375625,Myanmar,1970/01/01 00:00:00+00, 
3039,13.50557059,98.76679575,Myanmar,1970/01/01 00:00:00+00, 
3040,10.006680000000001,98.24128357,Myanmar,1970/01/01 00:00:00+00, 
3041,10.01620295,98.24767027,Myanmar,1970/01/01 00:00:00+00, 
3042,9.98576381,98.25555321,Myanmar,1970/01/01 00:00:00+00, 
3043,14.23268025,98.57323128,Myanmar,1970/01/01 00:00:00+00, 
3047,27.74602902,83.47972177,Nepal,2018/05/15 00:00:00+00, 
3048,29.53013006,81.13982235,Nepal,2018/05/02 00:00:00+00, 
3055,10.6012346,76.61007121,India,2018/08/16 00:00:00+00,05:00
3056,18.64129804,94.80332662,Myanmar,1970/01/01 00:00:00+00, 
3057,18.71550011,94.69746459,Myanmar,1970/01/01 00:00:00+00, 
3058,18.75169725,94.67773756,Myanmar,1970/01/01 00:00:00+00, 
3059,18.74080871,94.67605827,Myanmar,1970/01/01 00:00:00+00, 
3060,18.73442986,94.68519358,Myanmar,1970/01/01 00:00:00+00, 
3061,18.73388725,94.68808578,Myanmar,1970/01/01 00:00:00+00, 
3062,18.72930122,94.68427323,Myanmar,1970/01/01 00:00:00+00, 
3063,18.72992211,94.68838445,Myanmar,1970/01/01 00:00:00+00, 
3064,18.71767518,94.68544469,Myanmar,1970/01/01 00:00:00+00, 
3065,18.72389628,94.70999171,Myanmar,1970/01/01 00:00:00+00, 
3066,18.72014271,94.72739467,Myanmar,1970/01/01 00:00:00+00, 
3067,18.73055915,94.6841727,Myanmar,1970/01/01 00:00:00+00, 
3068,18.72164012,94.68505005,Myanmar,1970/01/01 00:00:00+00, 
3069,18.74112539,94.69350941,Myanmar,1970/01/01 00:00:00+00, 
3070,18.73790483,94.68751489,Myanmar,1970/01/01 00:00:00+00, 
3071,18.77494042,94.67969185,Myanmar,1970/01/01 00:00:00+00, 
3072,18.76651702,94.71591142,Myanmar,1970/01/01 00:00:00+00, 
3073,18.71946374,94.73280286,Myanmar,1970/01/01 00:00:00+00, 
3074,25.6167,99.0,China,2010/09/01 00:00:00+00,22:00
3077,31.9843,77.1889,India,2010/09/19 00:00:00+00, 
3080,5.2923,100.249,Malaysia,2015/07/31 00:00:00+00,09:00
3083,14.22558262,98.62972555,Myanmar,1970/01/01 00:00:00+00, 
3084,19.81508787,97.72154316,Myanmar,1970/01/01 00:00:00+00, 
3085,23.89531682,93.66982358,Myanmar,1970/01/01 00:00:00+00, 
3086,22.03953783,92.82140558,Myanmar,1970/01/01 00:00:00+00, 
3087,21.97148157,93.30424324,Myanmar,1970/01/01 00:00:00+00, 
3088,22.49038864,93.57433499999999,Myanmar,1970/01/01 00:00:00+00, 
3089,22.46217609,93.55958033,Myanmar,1970/01/01 00:00:00+00, 
3090,22.50745502,93.60175579,Myanmar,1970/01/01 00:00:00+00, 
3091,22.52320013,93.60319038,Myanmar,1970/01/01 00:00:00+00, 
3092,22.55536535,97.29779091,Myanmar,1970/01/01 00:00:00+00, 
3093,22.00178535,97.53869933,Myanmar,1970/01/01 00:00:00+00, 
3094,22.0918039,97.64936275,Myanmar,1970/01/01 00:00:00+00, 
3095,20.91802255,92.42832094,Myanmar,1970/01/01 00:00:00+00, 
3096,20.88834037,92.43066819,Myanmar,1970/01/01 00:00:00+00, 
3097,20.89770402,92.4301946,Myanmar,1970/01/01 00:00:00+00, 
3098,20.66960986,92.53564215,Myanmar,1970/01/01 00:00:00+00, 
3099,20.54307044,92.8199016,Myanmar,1970/01/01 00:00:00+00, 
3100,20.8583712,92.86706764,Myanmar,1970/01/01 00:00:00+00, 
3101,20.78579122,93.14876112,Myanmar,1970/01/01 00:00:00+00, 
3102,20.7411836,93.17158428,Myanmar,1970/01/01 00:00:00+00, 
3103,20.72263753,93.15133024,Myanmar,1970/01/01 00:00:00+00, 
3104,20.76165307,93.13846842,Myanmar,1970/01/01 00:00:00+00, 
3105,21.17135293,100.28965600000001,Myanmar,1970/01/01 00:00:00+00, 
3106,20.72632168,100.0597857,Myanmar,1970/01/01 00:00:00+00, 
3107,20.57810441,100.08912109999999,Myanmar,1970/01/01 00:00:00+00, 
3108,21.043445000000002,99.93406333,Myanmar,1970/01/01 00:00:00+00, 
3109,20.69358129,99.75716924,Myanmar,1970/01/01 00:00:00+00, 
3110,20.87508893,99.61114362,Myanmar,1970/01/01 00:00:00+00, 
3111,25.68469081,97.46194307,Myanmar,1970/01/01 00:00:00+00, 
3112,25.68777452,97.46310338,Myanmar,1970/01/01 00:00:00+00, 
3113,25.68936308,97.45378243,Myanmar,1970/01/01 00:00:00+00, 
3114,21.23291114,92.19905362,Bangladesh,2010/06/15 00:00:00+00,04:00
3118,26.7022,119.5637,China,2015/08/08 00:00:00+00,23:00
3119,8.4966,123.3034,Philippines,2013/02/22 00:00:00+00, 
3121,34.4943,71.2562,Pakistan,2015/01/04 00:00:00+00, 
3125,12.0478,125.4357,Philippines,2008/02/17 00:00:00+00, 
3128,16.1509,120.4502,Philippines,2011/08/27 00:00:00+00,01:00
3133,-6.1415,143.6517,Papua New Guinea,2012/09/11 00:00:00+00, 
3137,27.7218,106.9277,China,2014/07/14 00:00:00+00, 
3138,33.04965334,75.29048614,India,2016/03/26 00:00:00+00, 
3142,34.3006,105.8268,China,2013/07/26 00:00:00+00,10:00
3143,25.4551,84.5322,India,2015/09/05 00:00:00+00, 
3145,28.0667,83.25,Nepal,2007/08/31 00:00:00+00, 
3150,16.5669,120.839,Philippines,2010/10/18 00:00:00+00,23:00
3151,-6.67,106.76,Indonesia,2008/09/24 00:00:00+00, 
3153,10.57172733,125.10660872,Philippines,2011/01/02 00:00:00+00, 
3157,9.2774,122.8787,Philippines,2013/10/05 00:00:00+00,18:00
3163,27.859,83.6014,Nepal,2013/07/22 00:00:00+00, 
3165,39.4738,141.9488,Japan,2011/09/21 00:00:00+00,23:00
3166,19.2606,109.8039,China,2010/10/18 00:00:00+00, 
3167,-7.2809,110.0069,Indonesia,2010/04/05 00:00:00+00,22:00
3168,26.09494322,97.22464626,Myanmar,1970/01/01 00:00:00+00, 
3169,26.93079979,95.90098704,Myanmar,1970/01/01 00:00:00+00, 
3170,21.001772100000004,98.91078809,Myanmar,1970/01/01 00:00:00+00, 
3171,14.52170837,98.00666177,Myanmar,1970/01/01 00:00:00+00, 
3172,14.60299865,98.00600447,Myanmar,1970/01/01 00:00:00+00, 
3173,14.66585927,97.90086240000001,Myanmar,1970/01/01 00:00:00+00, 
3174,14.98026975,97.94506894,Myanmar,1970/01/01 00:00:00+00, 
3175,15.13032094,97.96354244,Myanmar,1970/01/01 00:00:00+00, 
3176,15.10870727,97.99414694,Myanmar,1970/01/01 00:00:00+00, 
3177,15.1600851,97.97194492,Myanmar,1970/01/01 00:00:00+00, 
3178,15.14465721,97.96444365,Myanmar,1970/01/01 00:00:00+00, 
3179,15.14564309,97.95859657,Myanmar,1970/01/01 00:00:00+00, 
3180,15.15705309,97.95962148,Myanmar,1970/01/01 00:00:00+00, 
3181,15.15353836,97.95791228,Myanmar,1970/01/01 00:00:00+00, 
3182,15.14918871,97.95001671,Myanmar,1970/01/01 00:00:00+00, 
3185,23.725943,92.7178,India,2016/09/17 00:00:00+00,01:00
3186,5.58615871,101.4730959,Malaysia,2017/01/27 00:00:00+00,unknown
3188,25.73111942,93.98827528,India,2017/07/09 00:00:00+00,02:00
3191,33.12172879,75.40856188,India,2017/04/08 00:00:00+00,05:00
3206,-5.4195,104.3496,Indonesia,2009/09/14 00:00:00+00,18:00
3208,15.2011,120.741,Philippines,2009/09/26 00:00:00+00,14:00
3210,22.344,91.8188,Bangladesh,2008/08/23 00:00:00+00,16:00
3211,-7.2269,108.3289,Indonesia,2010/08/26 00:00:00+00, 
3213,16.94057232,73.46476377,India,2010/07/26 00:00:00+00, 
3216,-6.7209,107.0182,Indonesia,2016/03/10 00:00:00+00, 
3217,16.316,120.7414,Philippines,2008/08/20 00:00:00+00, 
3218,27.1176,88.1069,India,2016/07/20 00:00:00+00, 
3220,22.3544,110.947,China,2009/09/15 00:00:00+00, 
3222,27.5138,87.8086,Nepal,2016/07/15 00:00:00+00,23:00
3225,-8.0333,111.4,Indonesia,2008/02/27 00:00:00+00, 
3230,9.9431,76.3738,India,2014/08/02 00:00:00+00,09:00
3235,29.8496,80.5544,Nepal,2007/09/11 00:00:00+00, 
3237,10.9654,76.5516,India,2014/10/09 00:00:00+00, 
3242,11.8348,75.4856,India,2015/07/27 00:00:00+00,09:00
3245,19.6241,72.9084,India,2012/09/04 00:00:00+00,09:00
3248,16.0781,78.8743,India,2016/07/23 00:00:00+00,23:00
3250,15.6365,74.1158,India,2013/10/06 00:00:00+00,16:00
3253,34.2101,74.3445,India,2011/04/06 00:00:00+00, 
3257,19.2078,98.7884,Thailand,2011/09/29 00:00:00+00,01:00
3258,33.0001,131.0,Japan,2012/07/12 00:00:00+00, 
3261,28.2168,83.6666,Nepal,2007/07/12 00:00:00+00, 
3262,28.10025822,84.42143526,Nepal,2008/08/30 00:00:00+00, 
3263,4.6366,114.93700000000001,Malaysia,2015/04/19 00:00:00+00, 
3264,-2.5221,140.7062,Indonesia,2014/04/12 00:00:00+00,01:00
3267,31.5785,104.3531,China,2013/07/09 00:00:00+00, 
3270,28.1336,106.8256,China,2010/07/09 00:00:00+00,08:00
3272,21.0559,105.829,Vietnam,2008/11/03 00:00:00+00, 
3279,27.61919882,111.45639864,China,2010/05/06 00:00:00+00, 
3284,27.499000000000002,87.10600000000001,Nepal,2008/08/29 00:00:00+00, 
3286,34.219,77.2665,India,2008/03/30 00:00:00+00, 
3287,30.6509,79.0264,India,2010/08/20 00:00:00+00, 
3291,27.178,99.2868,China,2012/03/18 00:00:00+00,17:00
3292,12.8715,74.8862,India,2010/07/31 00:00:00+00,08:00
3295,33.9334,105.2333,China,2007/05/25 00:00:00+00, 
3296,26.5984,106.7069,China,2009/07/01 00:00:00+00, 
3297,10.2754,123.8252,Philippines,2014/09/17 00:00:00+00,09:00
3298,27.125,93.7145,India,2011/07/15 00:00:00+00,18:00
3301,4.6951,96.7494,Indonesia,2008/11/26 00:00:00+00, 
3302,15.1029,108.5747,Vietnam,2010/11/16 00:00:00+00, 
3303,6.0462,116.5964,Malaysia,2015/04/10 00:00:00+00, 
3304,20.7123,105.0378,Vietnam,2012/02/16 00:00:00+00,08:00
3306,5.9913,116.5754,Malaysia,2013/07/16 00:00:00+00, 
3307,4.2333,100.6333,Malaysia,2009/11/19 00:00:00+00, 
3309,27.5905,87.7955,Nepal,2015/06/10 00:00:00+00,23:00
3310,30.6,110.3333,China,2008/04/11 00:00:00+00,22:00
3311,28.0333,102.8667,China,2007/06/11 00:00:00+00, 
3312,21.85,108.45,China,2008/03/22 00:00:00+00, 
3315,28.8254,96.1517,India,2012/06/02 00:00:00+00, 
3319,16.4234,120.5901,Philippines,2009/10/08 00:00:00+00, 
3322,16.9817,121.7753,Philippines,2010/10/18 00:00:00+00, 
3325,23.1667,105.4167,Vietnam,2008/09/25 00:00:00+00, 
3326,30.73,78.4378,India,2015/07/19 00:00:00+00, 
3327,33.4341,75.1923,India,2008/01/07 00:00:00+00, 
3328,26.1001,91.6849,India,2014/09/22 00:00:00+00, 
3334,17.0032,73.3572,India,2011/06/17 00:00:00+00,04:00
3340,-0.2122,100.1682,Indonesia,2013/01/27 00:00:00+00,07:00
3342,3.1497,101.7036,Malaysia,2015/11/16 00:00:00+00,09:00
3353,39.23401474,68.62977171,Tajikistan,2017/07/03 00:00:00+00, 
3356,33.1292173,75.44618906,India,2017/04/16 00:00:00+00, 
3360,-8.21384166,115.41538547,Indonesia,2017/02/17 00:00:00+00,unknown
3363,29.61896246,81.32247199999999,Nepal,2017/07/10 00:00:00+00,19:00
3367,-6.990703999999999,110.41034099999999,Indonesia,2016/11/15 00:00:00+00, 
3369,33.24199059,75.22770891,India,2017/01/06 00:00:00+00,unknown
3373,27.583849,91.87694499999999,India,2017/07/11 00:00:00+00, 
3374,34.10563,71.15706800000001,Pakistan,2016/11/05 00:00:00+00, 
3375,25.132228,93.04681,India,2017/04/04 00:00:00+00, 
3378,-8.27986455,115.09201019999999,Indonesia,2017/05/01 00:00:00+00,19:00
3382,22.771104,103.761134,China,2016/10/26 00:00:00+00, 
3383,10.329022,123.876998,Philippines,2016/11/05 00:00:00+00, 
3385,24.013580800000003,92.67420963,India,2017/04/25 00:00:00+00, 
3386,25.73318099,93.99655231,India,2017/05/16 00:00:00+00,02:00
3387,26.66354481,94.62220277,India,2017/06/24 00:00:00+00, 
3392,-6.41275181,106.76537813,Indonesia,2017/02/26 00:00:00+00,unknown
3394,4.48538609,101.37429345,Malaysia,2016/12/25 00:00:00+00, 
3396,3.01655871,101.76269981,Malaysia,2017/04/10 00:00:00+00, 
3397,21.60938939,102.30398486,Laos,2017/07/09 00:00:00+00,04:00
3398,11.34942664,76.84947966,India,2017/05/07 00:00:00+00,09:00
3421,5.345,100.2487,Malaysia,2008/09/06 00:00:00+00, 
3423,10.2379,77.6377,India,2014/10/27 00:00:00+00,09:00
3425,27.9167,84.25,Nepal,2007/09/05 00:00:00+00, 
3434,32.398,104.5931,China,2016/10/06 00:00:00+00,06:00
3437,-1.463,101.086,Indonesia,2016/02/06 00:00:00+00, 
3439,-7.711258900000001,110.0557389,Indonesia,2016/06/18 00:00:00+00, 
3440,16.6319,120.8333,Philippines,2016/08/16 00:00:00+00, 
3441,1.0571,110.6565,Malaysia,2011/12/28 00:00:00+00,20:00
3446,8.5055,125.7407,Philippines,2010/01/18 00:00:00+00, 
3447,20.855,77.7274,India,2012/06/20 00:00:00+00,18:00
3454,3.4267,101.7926,Malaysia,2012/11/10 00:00:00+00,20:00
3456,12.9541,123.544,Philippines,2016/06/15 00:00:00+00, 
3457,-6.5097,106.7959,Indonesia,2012/11/21 00:00:00+00,17:00
3458,16.4564,120.5855,Philippines,2009/10/04 00:00:00+00, 
3460,-6.195,106.6254,Indonesia,2014/02/23 00:00:00+00, 
3462,20.4516,105.1433,Vietnam,2014/06/23 00:00:00+00, 
3463,23.641,108.281,China,2007/06/11 00:00:00+00, 
3464,-8.1587,115.1771,Indonesia,2014/01/23 00:00:00+00,18:00
3467,26.138,94.25,India,2008/08/19 00:00:00+00, 
3468,31.958000000000002,77.1104,India,2010/08/11 00:00:00+00,05:00
3471,27.58124358,83.85213651,Nepal,2010/08/21 00:00:00+00,23:00
3472,7.8794,98.2916,Thailand,2015/09/26 00:00:00+00,23:00
3475,6.7646,80.8682,Sri Lanka,2011/01/11 00:00:00+00,09:00
3476,22.6461,88.3403,India,2007/08/31 00:00:00+00, 
3477,32.5552,76.1249,India,2013/06/12 00:00:00+00, 
3478,31.572,130.5149,Japan,2007/07/03 00:00:00+00, 
3482,30.81507336,78.22425329999999,India,2011/06/29 00:00:00+00, 
3484,25.1416,92.3807,India,2015/08/19 00:00:00+00, 
3487,32.6625,103.6056,China,2011/07/21 00:00:00+00, 
3490,-7.6926,109.5337,Indonesia,2013/12/20 00:00:00+00,15:00
3491,5.3491,100.2521,Malaysia,2016/10/18 00:00:00+00,07:00
3492,16.7667,120.7617,Philippines,2013/08/19 00:00:00+00, 
3496,8.572000000000001,125.4908,Philippines,2011/01/30 00:00:00+00, 
3498,27.0136,92.6351,India,2016/07/01 00:00:00+00, 
3499,16.7432,120.8269,Philippines,2009/09/26 00:00:00+00, 
3500,27.772,85.9052,Nepal,2013/09/09 00:00:00+00,23:00
3501,12.8446,75.2476,India,2013/06/18 00:00:00+00,08:00
3503,19.1008,84.0502,India,2014/10/12 00:00:00+00, 
3509,35.0148,75.6213,Pakistan,2010/08/07 00:00:00+00, 
3510,26.1044,91.7082,India,2014/09/22 00:00:00+00, 
3512,25.5098,93.8794,India,2015/07/22 00:00:00+00, 
3514,9.6515,124.3656,Philippines,2011/10/16 00:00:00+00, 
3516,35.192,76.2579,Pakistan,2010/09/07 00:00:00+00, 
3518,26.026,97.3715,Myanmar,2009/07/04 00:00:00+00, 
3527,4.5791,101.3882,Malaysia,2014/12/30 00:00:00+00,17:00
3528,22.4209,103.8838,Vietnam,2011/05/12 00:00:00+00, 
3530,30.3818,102.8154,China,2013/05/09 00:00:00+00,10:00
3532,24.6596,93.9784,India,2008/06/09 00:00:00+00, 
3534,8.6251,125.9211,Philippines,2014/01/13 00:00:00+00,09:00
3535,10.4578,123.7756,Philippines,2011/02/05 00:00:00+00, 
3537,30.3822,78.0949,India,2013/07/31 00:00:00+00,08:00
3539,30.9936,78.4594,India,2014/08/18 00:00:00+00, 
3542,-7.6667,111.117,Indonesia,2008/04/28 00:00:00+00, 
3546,24.5204,92.7264,India,2016/05/18 00:00:00+00,08:00
3547,34.2601,75.4466,India,2013/08/13 00:00:00+00, 
3550,9.8306,76.9408,India,2011/06/02 00:00:00+00, 
3551,14.7333,121.6,Philippines,2013/09/11 00:00:00+00, 
3552,27.0998,93.6287,India,2008/06/14 00:00:00+00, 
3557,6.6206,80.1721,Sri Lanka,2014/06/01 00:00:00+00,23:00
3559,19.1209,72.8406,India,2015/06/12 00:00:00+00,11:00
3560,31.0215,77.1038,India,2010/09/22 00:00:00+00, 
3563,3.7122,114.1991,Malaysia,2012/02/21 00:00:00+00, 
3564,28.299,84.0366,Nepal,2010/07/11 00:00:00+00,09:00
3565,16.3103,120.6153,Philippines,2016/10/16 00:00:00+00, 
3566,29.8208,107.9439,China,2016/06/23 00:00:00+00,23:00
3567,10.5339,123.7183,Philippines,2008/05/07 00:00:00+00, 
3569,-7.5907,107.7705,Indonesia,2011/05/06 00:00:00+00,15:00
3570,16.6052,120.6311,Philippines,2013/08/19 00:00:00+00, 
3572,27.5799,91.8569,India,2016/04/22 00:00:00+00,02:00
3574,2.5833,98.8333,Indonesia,2009/11/22 00:00:00+00, 
3575,28.1038,85.0548,Nepal,2012/03/01 00:00:00+00, 
3578,27.5754,91.9754,India,2016/08/05 00:00:00+00, 
3584,19.0263,72.8676,India,2013/07/10 00:00:00+00, 
3586,27.8997,93.3497,India,2010/04/02 00:00:00+00,23:00
3588,15.1718,120.7653,Philippines,2013/10/12 00:00:00+00,05:00
3589,3.3334,114.3859,Malaysia,2016/02/18 00:00:00+00, 
3590,9.6991,76.8168,India,2012/08/17 00:00:00+00, 
3594,-9.0087,148.1139,Papua New Guinea,2007/11/23 00:00:00+00, 
3598,27.8686,83.6606,Nepal,2013/07/22 00:00:00+00, 
3601,14.4315,120.4851,Philippines,2011/06/24 00:00:00+00, 
3603,26.8867642,88.28044714,India,2009/08/16 00:00:00+00,02:00
3604,28.0257,85.7262,Nepal,2015/05/12 00:00:00+00, 
3612,25.31006064,94.48265093,India,2010/08/15 00:00:00+00,23:00
3614,20.78905882,93.16264553,Myanmar,1970/01/01 00:00:00+00, 
3615,20.77072395,93.16300568,Myanmar,1970/01/01 00:00:00+00, 
3616,20.77378413,93.16271876,Myanmar,1970/01/01 00:00:00+00, 
3617,20.7960639,93.15643012,Myanmar,1970/01/01 00:00:00+00, 
3618,20.788776000000002,93.1281138,Myanmar,1970/01/01 00:00:00+00, 
3619,20.58222787,100.0813021,Myanmar,1970/01/01 00:00:00+00, 
3620,20.5732124,100.0866012,Myanmar,1970/01/01 00:00:00+00, 
3621,20.63104575,99.96579734,Myanmar,1970/01/01 00:00:00+00, 
3622,20.63182888,99.96431445,Myanmar,1970/01/01 00:00:00+00, 
3623,20.60814175,99.96612009,Myanmar,1970/01/01 00:00:00+00, 
3624,20.65505196,99.73963343,Myanmar,1970/01/01 00:00:00+00, 
3625,20.88173747,99.68499894,Myanmar,1970/01/01 00:00:00+00, 
3626,25.69269987,97.44605657,Myanmar,1970/01/01 00:00:00+00, 
3627,21.1856749,93.98553222,Myanmar,1970/01/01 00:00:00+00, 
3628,21.37022945,93.08916468,Myanmar,1970/01/01 00:00:00+00, 
3629,21.37174202,93.09930596,Myanmar,1970/01/01 00:00:00+00, 
3630,18.50309664,96.13499373,Myanmar,1970/01/01 00:00:00+00, 
3631,12.59174548,99.36525735,Myanmar,1970/01/01 00:00:00+00, 
3632,12.57058266,99.28882717,Myanmar,1970/01/01 00:00:00+00, 
3633,13.35103578,99.11828344,Myanmar,1970/01/01 00:00:00+00, 
3634,13.35174081,99.12344196,Myanmar,1970/01/01 00:00:00+00, 
3635,13.24805717,99.06081305,Myanmar,1970/01/01 00:00:00+00, 
3636,26.87312911,97.24775303,Myanmar,1970/01/01 00:00:00+00, 
3637,21.01171761,98.90212159999999,Myanmar,1970/01/01 00:00:00+00, 
3638,21.11910078,98.90869079,Myanmar,1970/01/01 00:00:00+00, 
3639,14.98763073,97.94857359999999,Myanmar,1970/01/01 00:00:00+00, 
3640,15.10755734,97.99277715,Myanmar,1970/01/01 00:00:00+00, 
3641,15.11116827,97.99655469,Myanmar,1970/01/01 00:00:00+00, 
3643,6.0638,116.2837,Malaysia,2010/12/11 00:00:00+00,08:00
3646,16.6619,121.6386,Philippines,2010/11/04 00:00:00+00, 
3648,8.7122,124.7653,Philippines,2009/11/24 00:00:00+00, 
3651,8.5008,124.4309,Philippines,2009/11/24 00:00:00+00, 
3653,-7.1283,107.5614,Indonesia,2008/10/06 00:00:00+00, 
3654,-4.3333,137.0,Indonesia,2009/12/14 00:00:00+00, 
3657,7.0519,100.5049,Thailand,2010/11/13 00:00:00+00,23:00
3658,4.3331,113.9949,Malaysia,2014/01/22 00:00:00+00, 
3659,28.1347,83.2369,Nepal,2016/07/16 00:00:00+00,09:00
3660,33.8667,73.7667,Pakistan,2007/02/25 00:00:00+00, 
3662,26.1984,94.8158,India,2010/08/19 00:00:00+00,06:00
3663,24.5629,118.0076,China,2010/06/15 00:00:00+00, 
3666,15.14572613,97.93727868,Myanmar,1970/01/01 00:00:00+00, 
3667,15.14179781,97.93940264,Myanmar,1970/01/01 00:00:00+00, 
3668,15.16046871,97.97036771,Myanmar,1970/01/01 00:00:00+00, 
3669,15.14020374,97.94897033,Myanmar,1970/01/01 00:00:00+00, 
3670,15.1399669,97.95162662,Myanmar,1970/01/01 00:00:00+00, 
3671,15.13737114,97.96748395,Myanmar,1970/01/01 00:00:00+00, 
3672,15.13430549,97.96314984,Myanmar,1970/01/01 00:00:00+00, 
3673,21.21318862,93.76130975,Myanmar,1970/01/01 00:00:00+00, 
3674,16.612213699999998,94.46633791,Myanmar,1970/01/01 00:00:00+00, 
3675,21.19265211,93.80883033,Myanmar,1970/01/01 00:00:00+00, 
3676,17.23379142,97.38507494,Myanmar,1970/01/01 00:00:00+00, 
3677,17.32514637,97.39655823,Myanmar,1970/01/01 00:00:00+00, 
3678,19.64517321,94.1479131,Myanmar,1970/01/01 00:00:00+00, 
3679,19.56985914,94.25542914,Myanmar,1970/01/01 00:00:00+00, 
3680,19.57442548,94.26971639,Myanmar,1970/01/01 00:00:00+00, 
