landslide,forest2,ARI3,osm,slope
1,1,5.32670119,17253,2.287
1,1,0.066146445,17281,1.221
1,1,0.336131933,17291,34.64
1,1,3.338698295,17563,28.768
1,1,1.332071276,17603,17.644000000000005
1,1,4.646961726000001,17631,16.914
1,1,0.180845655,17825,0.0
1,1,0.128287355,17836,24.207
1,1,4.627513396,17871,1.641
1,1,0.117743671,18442,14.792
1,1,5.5195372,18590,25.786
1,1,0.940636941,20232,17.188
1,1,1.279388858,20258,29.035
1,1,0.664110304,20285,0.8059999999999999
1,1,2.635260855,20656,0.0
1,1,9.239470378,21456,13.503
1,1,0.268736055,21471,12.536
1,1,0.236804272,21486,0.0
1,1,0.235920069,21496,5.013
1,1,0.53115595,21506,14.675999999999998
1,1,0.34175663100000003,21527,20.668000000000006
1,1,9.632739115,21546,30.386
1,1,0.509341123,21546,11.245
1,1,0.707309857,21583,12.235
1,1,0.7601748909999999,21605,26.603
1,1,1.189548562,21636,8.597000000000001
1,1,0.087974771,22096,12.867
1,1,0.050052685,22110,2.718
1,1,0.380801407,22193,12.583
1,1,0.001349927,22201,18.624
1,1,0.047744309000000006,22239,31.124
1,1,0.0,22247,5.58
1,1,4.188917846,22265,8.693
1,1,0.030410865,22270,21.909
1,1,0.318329765,22278,7.079
1,1,0.33578507700000004,22312,14.169
1,1,0.0,22338,1.982
1,1,2.277962435,22338,0.0
1,1,0.045420559000000006,22448,11.788
1,1,3.496745175,22491,23.891
1,1,1.72865146,25000,12.1
1,1,0.772201244,25126,15.246
1,1,5.552598422999999,25139,18.147
1,1,6.068307077999999,25147,21.504
1,1,0.39125922,25159,26.654
1,1,1.042130111,25576,4.632
1,1,0.351899085,25584,25.809
1,1,0.8404127029999999,25590,30.29
1,1,2.545241318,25791,18.515
1,1,3.038032706,25891,27.049
1,1,1.944223248,25912,0.0
1,1,0.22901256600000006,25947,21.505
1,1,0.8294662909999999,26926,30.007
1,1,0.728600838,26935,22.821
1,1,0.435464094,26976,6.525
1,1,0.588464495,26978,0.0
1,1,0.6267533120000001,27007,17.588
1,1,5.536483289,27155,8.535
1,1,1.279388858,27336,29.465
1,1,1.164912386,27405,6.973
1,1,0.454363078,27419,26.378
1,1,0.076029413,27520,18.817
1,1,1.673211065,27537,8.908
1,1,0.265430983,27959,7.267
1,1,1.748436897,28046,29.576
1,1,0.930100007,28102,27.463
1,1,26.79076162,28247,19.567
1,1,3.901978769,28311,19.625
1,1,6.391289968,28333,4.932
1,1,0.9106948,28434,29.6
1,1,4.88530829,28437,5.982
1,1,0.8419328709999999,28443,14.811
1,1,0.01004946,28460,18.637
1,1,0.171686772,29122,28.109
1,1,0.020211414,29355,19.039
1,1,2.394322805,29472,5.04
1,1,1.251637724,29659,2.511
1,1,2.587411927,29679,4.926
1,1,2.1403887040000003,29756,17.13
1,1,0.065217995,29765,31.607
1,1,0.0,29823,0.607
1,1,0.200890577,29978,13.496
1,1,0.18056142,30032,17.628
1,1,0.606163919,30451,14.421
1,1,0.777100731,30461,12.238
1,1,2.594796405,30480,0.0
1,1,0.090492011,31827,17.915
1,1,4.143799146,31840,26.987
1,1,6.859367934,32314,7.4220000000000015
1,1,0.8912340959999999,32322,0.0
1,1,1.414851827,32328,29.398000000000003
1,1,0.7013176790000001,32371,21.391
1,1,0.036288674,32811,8.466000000000001
1,1,3.718900109,33403,4.4910000000000005
1,1,5.565488355,33520,17.965999999999994
1,1,1.279388858,33552,29.602
1,1,1.713151668,33619,17.576
1,1,1.3099335909999998,33659,13.753
1,1,0.0,33677,22.236
1,1,22.08030193,33679,25.491
1,1,1.984393339,33702,34.865
1,1,0.8294662909999999,34437,30.007
1,1,0.354618439,34437,5.613
1,1,0.946688366,34456,3.49
1,1,4.180379555,34591,0.0
1,1,0.720926875,34619,1.122
1,1,8.078189672,34648,20.835
1,1,1.828514217,34648,30.573
1,1,0.118903484,34824,11.884
1,1,0.190086658,34850,12.492
1,1,1.227843378,34878,2.609
1,1,0.248670509,35026,2.6060000000000003
1,1,0.045035079000000006,35073,0.947
1,1,1.088660235,35665,11.907
1,0,0.935954192,35686,25.902
1,1,4.053386255,35740,24.717
1,1,1.425272142,35792,20.419
1,1,2.271487283,35861,28.318
1,1,9.07506984,36020,25.601
1,1,2.248979117,36053,22.526
1,1,4.353281636,36256,21.49
1,1,0.009449492,36279,20.401
1,1,0.115589787,36302,12.487
1,1,2.767197513,36880,28.599
1,1,0.051263495,37817,15.165
1,1,9.219737814,37904,1.561
1,1,0.490946487,37987,25.374
1,1,1.074879725,38069,2.278
1,1,5.648777752999999,38264,23.198
1,1,1.222176308,38271,13.79
1,1,4.8945507930000005,38379,27.548
1,1,0.205788939,38389,0.736
1,1,1.167996595,38449,31.434
1,1,1.152802787,38468,17.987000000000005
1,1,5.265652221,38693,4.252
1,0,0.00539971,38792,15.348
1,1,4.3688672980000005,38794,38.292
1,1,0.237120755,38831,0.0
1,1,0.098106352,38854,9.515
1,1,0.200946824,38875,7.675
1,1,0.132292889,39088,1.987
1,1,0.740713437,39576,7.044
1,1,0.074929223,708,16.486
1,1,0.08072566099999999,275,11.703
1,1,1.933441078,279,0.0
1,1,0.8294662909999999,702,30.007
1,1,0.018521004,714,12.599
1,1,0.88306891,1131,30.007
1,1,2.707410727,1221,20.635
1,1,1.282506065,1436,1.052
1,1,3.338698295,1704,30.138
1,1,1.6037857969999998,1714,29.531
1,1,1.497849491,1795,21.538
1,1,0.060634241,1921,21.451
1,1,1.178289417,1921,15.805
1,1,2.13702626,1991,22.735
1,1,0.674354378,2024,0.7509999999999999
1,1,3.420540271,2033,21.857
1,1,1.05879309,2147,19.94
1,1,2.75516291,2946,23.029
1,1,3.434064669,3061,36.659
1,1,1.448303404,3116,26.962
1,1,10.57958985,3133,10.558
1,1,1.804149527,3135,5.352
1,1,0.075333451,3138,16.878
1,1,1.552199819,3159,26.886
1,1,1.215110188,3321,14.479
1,1,10.54213349,3589,6.507999999999999
1,0,0.0,3601,25.136
1,1,1.2502413,3634,26.303
1,1,1.262294652,3746,26.479
1,0,0.318329765,3749,13.142
1,1,2.424633551,3750,29.689
1,1,0.008699532,3764,24.099
1,1,0.010637428,3815,6.259
1,1,2.58799802,3851,0.0
1,1,2.107653714,3873,16.617
1,1,0.769871119,3886,23.143
1,1,3.0074351000000004,4420,0.0
1,1,4.598520705,4444,0.0
1,1,2.968795677,4468,18.879
1,1,0.135930944,4481,26.593000000000004
1,1,0.749743701,4537,5.2170000000000005
1,1,3.921287231,4539,16.572
1,1,1.279388858,4573,29.465
1,1,0.5959243439999999,4600,29.515
1,1,2.165843836,4956,27.972
1,1,2.447418451,4973,7.776
1,1,3.625882984,5130,17.665
1,1,0.166716039,5293,5.417000000000002
1,1,0.088783228,5297,4.6930000000000005
1,1,0.137739097,5671,3.007
1,1,0.428233357,5685,12.759
1,1,0.551604351,5718,21.896
1,1,4.38771416,5736,13.181
1,1,1.018365388,5741,5.473
1,1,1.568920171,5756,17.021
1,1,2.347281209,6124,30.007
1,1,1.179761588,6165,0.713
1,1,0.09469516,6181,27.356
1,1,0.6949235229999999,6195,13.34
1,1,2.527470648,6300,22.92
1,1,0.336499413,6351,1.91
1,1,0.25263742100000003,6385,12.129
1,1,0.231512556,6403,7.084
1,1,0.768511443,7734,13.76
1,1,0.016536611,8195,2.988
1,1,0.106569272,8209,19.119
1,1,1.28084153,8212,4.032
1,1,0.0,8233,26.05
1,1,1.057359542,8290,15.229
1,1,0.042311601,8335,14.425999999999998
1,1,1.330920463,8346,1.016
1,1,3.809741226,8965,6.233
1,1,0.7390946490000001,9030,27.314
1,1,4.735883321,9055,17.467
1,1,3.602206756,9301,20.662
1,1,0.190869241,9328,16.66
1,1,0.140450951,9462,0.0
1,1,1.342779201,9825,4.671
1,1,0.419846183,9833,12.309
1,1,0.0,9864,22.842
1,1,1.130534609,10299,27.145
1,0,2.727045421,10315,1.194
1,1,0.465597474,10347,6.582000000000002
1,1,0.312494703,10354,1.331
1,1,4.563454838999999,10365,2.377
1,1,0.099568773,10377,10.794
1,1,6.328780452999999,10387,16.026
1,1,0.564096805,10396,25.719
1,1,2.05301465,10423,14.765
1,1,2.886219866,10433,14.892
1,1,0.536073436,10620,0.0
1,1,0.612784563,10681,12.456
1,1,0.4542790820000001,10744,8.731
1,1,2.462770126,10860,15.178
1,1,0.126780686,10950,23.091
1,1,2.05301465,10976,1.3769999999999998
1,1,0.200276735,10977,26.085
1,1,0.016536611,11026,20.794
1,1,11.10157829,11307,14.291
1,1,0.8294662909999999,11612,30.007
1,1,1.279388858,11618,28.405
1,1,5.272813211,11640,5.011
1,1,0.778911134,11657,23.62
1,1,4.175494317,11690,23.93
1,1,0.027101668,11696,23.529
1,1,2.974498371,11699,1.08
1,1,0.515646034,11730,30.306
1,1,0.115130437,11761,24.562
1,1,1.692114924,11770,1.4240000000000002
1,1,1.977821817,11835,0.733
1,1,1.69432093,11855,11.241
1,1,0.875614311,11913,18.526
1,1,1.379453729,11915,21.573
1,1,6.7701531039999985,11915,18.88
1,1,0.069608259,12019,15.147
1,1,1.079418106,12332,26.863000000000003
1,1,7.954054845,12336,4.448
1,1,1.7917999409999998,12340,16.085
1,1,0.066146445,12478,0.0
1,1,0.8921111740000001,12492,0.878
1,1,0.237244873,12583,27.274
1,1,3.338698295,12590,29.731
1,1,7.697897113,12631,1.4
1,1,1.193335858,12678,0.8590000000000001
1,1,1.40864366,12804,13.443
1,1,4.078186297,12828,27.168000000000006
1,1,0.060064647,12837,29.842
1,1,0.220344157,12914,23.65
1,1,0.8890082159999999,12965,30.148000000000003
1,1,0.005833186,14046,8.35
1,1,2.277962435,14046,0.0
1,1,1.888843975,14049,22.633000000000006
1,1,1.262034041,14311,30.04
1,1,0.597306895,14641,0.0
1,1,0.004134153,14667,7.44
1,1,0.074246009,14755,0.557
1,1,0.011399387,14803,9.456
1,1,6.4365342860000005,14856,9.969
1,1,0.7300966320000001,14858,32.122
1,1,2.30037123,14866,9.007
1,1,7.180076571,14884,5.528
1,1,1.7110330319999998,14937,0.207
1,1,3.274869976,14950,29.019
1,1,3.963825694,14952,29.479
1,1,0.401901523,14958,18.219
1,1,0.5953180020000001,15184,3.608
1,1,2.347281209,15506,30.007
1,1,0.251611476,15533,0.0
1,1,1.344294494,15598,14.733
1,1,5.3344925210000005,15602,29.439
1,1,1.279388858,15623,29.43
1,1,0.6055782,15633,11.324000000000002
1,1,0.814483222,15932,18.307
1,1,0.20772946,16473,10.702
1,1,0.8094127440000001,16674,36.374
1,1,0.004049782,16715,17.788
1,1,2.974275633,16745,25.575
1,1,1.414851827,16746,26.882
1,1,1.279388858,16747,27.626
1,1,3.393962824,16875,12.608
1,1,0.014129616,16927,18.817
1,1,3.477272472,16957,4.726
1,1,1.5427533269999998,17241,32.14
1,1,0.049572335,17317,19.397
1,1,5.40521372,17475,33.776
1,1,9.866679291,17495,9.772
1,1,0.5953180020000001,17498,4.026
1,1,0.006749636999999999,17520,21.288
1,1,0.113918877,17855,24.124
1,1,0.042843697,17879,26.795
1,1,0.8294662909999999,18228,30.007
1,1,0.012641321,18291,16.373
1,1,0.352781038,18923,10.909
1,1,5.024786168,19002,11.904000000000002
1,1,3.238822788,19027,24.891
1,1,0.003187329,19031,5.007
1,1,5.317515684,19054,3.84
1,1,0.37803818,19061,12.712
1,1,0.0,19258,0.0
1,1,0.768511443,19372,13.890999999999998
1,1,2.277962435,19372,0.0
1,1,0.132292889,19383,0.0
1,1,0.363477713,19392,13.223
1,1,0.35516591,19415,7.73
1,1,0.257945635,19419,22.033
1,1,0.023033137,19667,11.494000000000002
1,1,1.405555701,19684,8.412
1,1,0.8229352670000001,19685,28.196
1,1,3.2205050230000003,19693,22.746
1,1,2.783617131,19704,13.682
1,1,0.212022979,19705,3.139
1,1,0.8294662909999999,20092,30.08
1,1,0.199308162,20095,15.826
1,1,2.006723764,20105,14.146
1,1,0.0,20456,16.236
1,1,6.407221737,20483,17.127
1,1,0.677521083,20525,24.9
1,1,0.584293594,20807,1.901
1,1,2.788326127,20856,33.895
1,0,7.933639817,20874,21.827
1,1,8.209527113,20909,1.501
1,1,1.468055467,20918,3.744
1,1,4.311498757,20923,20.796
1,1,3.481248383,21300,23.107
1,1,2.128987817,21392,2.107
1,1,0.678001057,21420,1.7919999999999998
1,1,5.097813493,21424,13.473
1,1,3.627991495,21464,33.174
1,1,0.295748104,21487,23.809
1,1,1.414851827,21506,29.46
1,0,0.0,21894,30.992
1,1,2.166296062,21945,26.84
1,1,0.053040149,21954,13.483
1,1,3.272880708,21965,15.044
1,1,2.25683907,21986,2.251
1,1,0.8294662909999999,22313,30.007
1,1,1.279388858,22375,27.367
1,1,2.939327511,22408,14.583
1,1,6.545982652999999,22465,0.101
1,1,8.810328445,22478,16.305999999999994
1,1,0.062021666,22525,3.777
1,1,1.769417394,22600,0.0
1,1,7.045968779,22632,19.704
1,1,9.902705105,22635,20.404
1,1,1.414851827,22635,28.377
1,1,0.09870407,22648,0.0
1,1,3.388167886,22656,13.002
1,1,1.330260124,22690,18.953
1,1,1.256782448,22700,4.218
1,1,2.8722256180000003,22703,23.802
1,1,0.036233552,22735,23.325
1,1,0.139642494,22741,18.1
1,1,12.89082349,22773,8.454
1,1,0.501582415,22797,0.0
1,1,1.058343114,22811,26.68
1,1,0.0,22824,17.083
1,1,1.94996044,22872,17.142
1,1,0.82661007,22926,25.772
1,1,0.352211444,22926,32.678000000000004
1,1,2.325581125,23117,4.002
1,1,0.816550485,23146,4.277
1,1,1.268082466,23329,12.55
1,1,0.216159381,23383,11.545
1,1,0.251836089,23438,26.939
1,1,1.105196846,23441,0.0
1,1,3.727871502,23449,33.185
1,1,3.366770411,23525,29.011
1,1,6.117888787999999,23629,6.035
1,1,0.9120931,23660,12.177
1,1,1.074593241,23785,5.146
1,1,5.054249834,23860,21.994
1,1,3.906719264,23885,9.157
1,1,0.735059866,23929,1.272
1,1,1.296519812,23953,20.397
1,1,0.20148267,23984,5.494
1,1,4.549597834,23999,4.932
1,1,0.25123649600000003,24004,18.766
1,1,5.310802419,24060,28.826
1,1,5.229517288,24347,17.871
1,1,0.001349927,24363,12.467
1,1,0.124943284,24382,18.528
1,1,2.779541475,24409,12.922
1,1,1.806860631,24421,0.0
1,1,0.668481069,24425,23.055
1,1,0.002645858,24436,14.651
1,1,0.336189305,24443,29.479
1,1,2.4548783,24533,23.454
1,1,0.27290695600000003,24621,2.891
1,1,0.040293084,24640,24.55
1,1,0.02939842,24657,28.635
1,1,0.114617089,24694,12.635
1,1,0.400874453,24756,18.439
1,1,3.007981446,24799,11.936
1,1,0.156105609,25208,12.252
1,1,0.007349605,25226,5.465
1,1,1.859834784,25274,3.633
1,1,0.120239537,25277,1.651
1,1,0.081764355,25307,17.691
1,1,5.043360419,25324,6.265
1,1,10.7563591,25434,1.198
1,1,0.864900387,25440,17.42
1,1,7.128198109,25602,14.977
1,1,2.199651269,25611,2.51
1,1,2.695467619,25715,20.226
1,1,0.370711449,25752,19.214
1,1,4.111287268,25946,18.4
1,1,3.108175686,25946,7.835
1,0,0.196340947,25952,7.539
1,1,0.937001136,26011,1.196
1,1,0.0,26022,1.0759999999999998
1,1,0.367953473,26028,7.681
1,1,3.056605082,26061,1.106
1,1,8.537808842999999,26165,4.76
1,1,0.113557396,26202,23.624
1,1,1.837091881,26388,2.173
1,1,0.542546338,26389,0.0
1,1,0.042311601,26403,14.06
1,0,0.051748719000000006,26405,4.838
1,1,2.225570626,26423,28.976
1,1,1.279331486,26449,31.263
1,1,10.00473,26837,0.0
1,1,0.013503774,26842,8.641
1,1,0.491553204,27215,6.018
1,1,4.294133065,27438,11.397
1,1,0.039365759,27450,26.609
1,1,7.209962465,27744,0.6990000000000001
1,1,0.328325228,27744,0.0
1,1,3.70520922,27804,22.543000000000006
1,1,0.640737435,28292,1.106
1,1,0.056443466,28302,19.305
1,1,0.174553118,28320,14.16
1,1,0.461656436,28324,8.564
1,1,1.7734953000000002,28349,8.572000000000001
1,1,1.325185521,28653,15.166
1,1,0.328692708,28680,7.577000000000001
1,1,4.803979286000001,28736,14.387
1,1,0.072926455,28754,0.0
1,1,5.15460419,28759,26.658
1,1,0.011483758,28814,30.559
1,1,2.277962435,28814,0.0
1,1,0.6802696859999999,28824,13.727
1,1,0.473037824,28940,20.363
1,1,7.110988784,28940,5.795
1,1,0.200639716,28941,14.379
1,1,2.311340515,28975,10.804
1,1,0.6109359120000001,29015,13.508
1,1,0.8294662909999999,29347,30.007
1,1,4.319289338,29372,20.868
1,1,0.012402458,29382,15.216
1,1,2.445930156,29398,35.791
1,1,0.075406947,29409,19.919
1,1,3.051004758,29503,7.8
1,1,0.344861839,29505,17.577
1,1,3.790491636,29553,17.613
1,1,1.990414015,29582,14.58
1,1,2.604800117,29582,7.075
1,1,1.060180515,29590,22.829
1,1,2.450990134,30419,11.396
1,1,1.706328535,31041,17.09
1,1,6.731375689,31047,21.504
1,1,0.306808509,31430,1.036
1,1,0.057821892,31529,4.271
1,1,0.932867733,31571,23.569000000000006
1,1,2.027149666,31581,20.391
1,1,0.057786269,31865,33.325
1,1,0.690642378,32011,13.689
1,1,0.8001319929999999,32071,9.117
1,1,0.883853743,32080,27.281
1,1,8.987213562,32097,24.217
1,1,1.085830637,32128,36.214
1,1,0.567852978,32787,2.829
1,1,0.8294662909999999,33088,30.007
1,1,0.04651325,33099,6.439
